,turns,winner
8395,37,White
8397,81,White
8399,2,White
8400,49,White
8401,13,White
8402,45,White
8405,71,White
8407,63,White
8409,69,White
8410,35,White
8414,37,White
8416,31,White
8417,3,White
8420,61,White
8421,43,White
8422,55,White
8424,34,White
8425,48,White
8427,61,White
8431,85,White
8432,63,White
8433,57,White
8435,47,White
8437,41,White
8439,27,White
8442,99,White
8443,57,White
8446,29,White
8448,85,White
8449,53,White
8452,103,White
8453,67,White
8455,115,White
8459,59,White
8462,38,White
8466,33,White
8468,67,White
8469,60,White
8476,43,White
8478,17,White
8480,63,White
8482,25,White
8483,51,White
8484,45,White
8486,42,White
8488,57,White
8489,59,White
8491,54,White
8492,45,White
8493,43,White
8494,87,White
8495,63,White
8496,128,White
8497,41,White
8499,29,White
8502,29,White
8503,51,White
8508,77,White
8509,57,White
8510,60,White
8511,23,White
8512,59,White
8513,51,White
8514,75,White
8515,103,White
8517,23,White
8519,117,White
8520,66,White
8521,35,White
8523,38,White
8525,61,White
8526,55,White
8529,123,White
8530,125,White
8531,65,White
8532,85,White
8534,115,White
8535,109,White
8538,69,White
8539,95,White
8540,77,White
8541,49,White
8542,51,White
8544,91,White
8548,83,White
8549,45,White
8550,95,White
8552,71,White
8553,81,White
8556,83,White
8557,23,White
8559,67,White
8560,107,White
8561,30,White
8563,69,White
8564,12,White
8565,95,White
8566,41,White
8567,33,White
8569,31,White
8571,35,White
8572,101,White
8574,71,White
8578,51,White
8580,31,White
8581,49,White
8582,39,White
8584,15,White
8586,83,White
8587,61,White
8589,57,White
8590,83,White
8591,59,White
8593,119,White
8594,71,White
8595,42,White
8596,43,White
8598,42,White
8599,43,White
8605,99,White
8606,65,White
8608,49,White
8609,36,White
8610,45,White
8611,36,White
8612,51,White
8615,133,White
8618,35,White
8620,140,White
8622,39,White
8623,45,White
8626,73,White
8627,28,White
8628,43,White
8631,106,White
8632,65,White
8633,21,White
8635,19,White
8636,69,White
8638,87,White
8643,25,White
8644,65,White
8649,61,White
8650,55,White
8654,67,White
8656,75,White
8659,67,White
8661,17,White
8662,19,White
8664,107,White
8667,135,White
8669,53,White
8670,29,White
8672,53,White
8673,65,White
8674,65,White
8675,69,White
8676,47,White
8677,37,White
8680,65,White
8683,57,White
8685,13,White
8687,89,White
8689,30,White
8690,73,White
8691,47,White
8692,63,White
8698,56,White
8702,21,White
8706,45,White
8707,67,White
8708,49,White
8709,52,White
8710,79,White
8711,45,White
8714,36,White
8718,37,White
8720,27,White
8721,97,White
8722,75,White
8724,47,White
8725,63,White
8726,121,White
8727,63,White
8728,77,White
8733,59,White
8741,27,White
8742,79,White
8743,55,White
8746,85,White
8748,25,White
8749,39,White
8759,103,White
8762,51,White
8765,61,White
8766,97,White
8769,61,White
8770,59,White
8773,119,White
8775,41,White
8778,97,White
8779,35,White
8780,31,White
8782,65,White
8783,29,White
8784,55,White
8786,55,White
8787,65,White
8790,39,White
8792,23,White
8793,46,White
8794,71,White
8795,41,White
8798,31,White
8799,41,White
8801,55,White
8802,3,White
8803,21,White
8805,55,White
8813,67,White
8814,31,White
8815,42,White
8816,27,White
8818,85,White
8820,31,White
8823,50,White
8824,51,White
8830,74,White
8835,8,White
8837,47,White
8839,47,White
8840,73,White
8846,49,White
8848,119,White
8851,39,White
8853,107,White
8854,39,White
8859,51,White
8860,77,White
8864,76,White
8866,61,White
8867,85,White
8869,33,White
8872,93,White
8874,77,White
8877,61,White
8878,27,White
8880,115,White
8883,91,White
8886,81,White
8888,37,White
8889,76,White
8890,43,White
8891,37,White
8893,77,White
8894,35,White
8896,43,White
8898,105,White
8899,45,White
8900,39,White
8901,73,White
8902,59,White
8903,53,White
8904,23,White
8906,49,White
8907,63,White
8909,27,White
8912,24,White
8913,25,White
8915,59,White
8919,89,White
8920,36,White
8923,24,White
8925,68,White
8926,65,White
8927,60,White
8929,49,White
8930,53,White
8933,82,White
8934,29,White
8937,25,White
8938,26,White
8941,41,White
8942,52,White
8943,58,White
8944,19,White
8950,50,White
8952,34,White
8954,59,White
8955,73,White
8956,41,White
8960,89,White
8963,31,White
8964,87,White
8965,79,White
8967,37,White
8982,85,White
8985,53,White
8986,115,White
8987,85,White
8990,45,White
8992,43,White
8993,101,White
8999,48,White
9000,89,White
9002,77,White
9005,63,White
9006,61,White
9008,65,White
9010,11,White
9012,65,White
9015,49,White
9016,49,White
9017,47,White
9024,31,White
9026,59,White
9027,18,White
9029,61,White
9030,59,White
9031,13,White
9033,69,White
9037,117,White
9041,63,White
9042,43,White
9045,23,White
9047,69,White
9050,29,White
9053,77,White
9055,47,White
9057,43,White
9058,33,White
9059,45,White
9061,49,White
9062,33,White
9064,41,White
9065,22,White
9070,47,White
9071,23,White
9074,34,White
9075,27,White
9077,97,White
9081,5,White
9082,40,White
9083,5,White
9084,71,White
9085,13,White
9086,97,White
9089,53,White
9090,127,White
9092,81,White
9093,45,White
9094,79,White
9096,83,White
9098,65,White
9102,31,White
9103,45,White
9105,57,White
9106,4,White
9108,55,White
9110,27,White
9111,59,White
9112,11,White
9113,7,White
9115,69,White
9116,49,White
9118,51,White
9119,39,White
9120,85,White
9121,64,White
9123,13,White
9125,21,White
9126,31,White
9127,65,White
9128,41,White
9131,139,White
9133,76,White
9135,45,White
9136,115,White
9137,71,White
9138,29,White
9139,115,White
9143,62,White
9152,63,White
9154,30,White
9156,37,White
9157,99,White
9161,115,White
9162,31,White
9165,18,White
9167,11,White
9170,37,White
9171,22,White
9172,53,White
9176,35,White
9179,27,White
9180,75,White
9182,7,White
9185,9,White
9186,63,White
9190,109,White
9191,85,White
9193,65,White
9194,64,White
9195,37,White
9196,45,White
9199,129,White
9200,119,White
9201,79,White
9202,62,White
9203,32,White
9206,75,White
9207,57,White
9208,65,White
9212,57,White
9213,75,White
9217,33,White
9220,67,White
9222,27,White
9224,55,White
9226,13,White
9227,71,White
9228,57,White
9230,61,White
9232,50,White
9234,33,White
9236,49,White
9237,39,White
9244,71,White
9246,49,White
9247,103,White
9250,77,White
9251,101,White
9252,58,White
9253,79,White
9255,73,White
9256,3,White
9257,9,White
9260,41,White
9261,61,White
9262,45,White
9263,63,White
9264,69,White
9265,103,White
9267,47,White
9270,51,White
9271,16,White
9273,23,White
9280,28,White
9281,111,White
9285,43,White
9286,3,White
9287,3,White
9292,21,White
9294,43,White
9295,29,White
9298,63,White
9299,41,White
9301,65,White
9302,93,White
9308,101,White
9312,19,White
9315,53,White
9316,29,White
9317,93,White
9320,41,White
9321,69,White
9322,61,White
9324,35,White
9325,41,White
9326,60,White
9329,67,White
9331,41,White
9335,66,White
9337,9,White
9338,40,White
9339,55,White
9340,23,White
9342,43,White
9344,29,White
9346,57,White
9347,57,White
9349,4,White
9352,99,White
9353,35,White
9356,37,White
9357,81,White
9358,63,White
9359,52,White
9363,43,White
9365,69,White
9366,79,White
9367,47,White
9372,49,White
9375,39,White
9376,113,White
9377,67,White
9380,31,White
9381,87,White
9382,109,White
9384,55,White
9386,65,White
9387,97,White
9388,10,White
9389,55,White
9391,65,White
9392,29,White
9394,65,White
9395,124,White
9396,100,White
9399,33,White
9401,55,White
9402,44,White
9404,67,White
9405,47,White
9406,21,White
9407,19,White
9408,63,White
9409,37,White
9410,30,White
9412,26,White
9413,49,White
9416,7,White
9418,15,White
9428,19,White
9430,73,White
9431,39,White
9433,41,White
9434,79,White
9439,65,White
9442,18,White
9443,3,White
9447,61,White
9448,21,White
9449,47,White
9452,59,White
9455,37,White
9456,101,White
9457,63,White
9461,73,White
9463,45,White
9465,17,White
9469,93,White
9471,55,White
9472,57,White
9473,77,White
9476,39,White
9477,15,White
9478,53,White
9479,85,White
9480,31,White
9481,55,White
9482,81,White
9483,67,White
9484,37,White
9488,52,White
9490,75,White
9498,67,White
9499,59,White
9502,103,White
9503,75,White
9504,75,White
9508,109,White
9509,57,White
9510,55,White
9512,48,White
9515,105,White
9516,55,White
9517,38,White
9519,75,White
9520,113,White
9521,4,White
9522,36,White
9524,27,White
9527,49,White
9529,57,White
9530,107,White
9531,121,White
9534,49,White
9535,61,White
9537,41,White
9540,33,White
9541,51,White
9543,37,White
9544,35,White
9546,33,White
9547,41,White
9553,47,White
9555,49,White
9557,63,White
9558,95,White
9564,79,White
9565,107,White
9566,35,White
9574,15,White
9575,17,White
9576,87,White
9577,29,White
9578,25,White
9579,27,White
9580,41,White
9582,59,White
9583,23,White
9584,17,White
9588,87,White
9589,89,White
9590,43,White
9592,33,White
9593,29,White
9595,39,White
9599,25,White
9600,15,White
9602,21,White
9603,17,White
9604,45,White
9605,71,White
9606,81,White
9612,37,White
9614,23,White
9615,33,White
9624,27,White
9625,19,White
9626,23,White
9631,45,White
9632,39,White
9633,35,White
9635,34,White
9636,61,White
9638,41,White
9641,75,White
9644,33,White
9646,37,White
9647,101,White
9648,51,White
9650,45,White
9652,35,White
9655,47,White
9657,39,White
9663,55,White
9664,38,White
9666,33,White
9667,105,White
9669,29,White
9671,49,White
9672,23,White
9674,71,White
9675,113,White
9677,84,White
9679,63,White
9682,101,White
9683,59,White
9686,79,White
9687,49,White
9688,33,White
9691,65,White
9700,61,White
9701,49,White
9702,48,White
9703,73,White
9705,19,White
9706,33,White
9708,85,White
9710,13,White
9711,59,White
9712,33,White
9714,30,White
9715,69,White
9719,29,White
9721,57,White
9724,21,White
9726,16,White
9727,23,White
9728,3,White
9730,63,White
9731,26,White
9732,53,White
9734,19,White
9736,15,White
9737,29,White
9742,57,White
9745,123,White
9747,51,White
9748,33,White
9749,87,White
9751,83,White
9752,45,White
9753,47,White
9757,49,White
9759,35,White
9760,61,White
9761,64,White
9762,28,White
9763,57,White
9765,17,White
9767,41,White
9769,53,White
9771,15,White
9773,60,White
9774,41,White
9775,41,White
9781,43,White
9784,31,White
9786,29,White
9787,35,White
9788,93,White
9793,39,White
9794,73,White
9797,99,White
9803,81,White
9805,94,White
9807,57,White
9808,56,White
9810,45,White
9813,67,White
9815,87,White
9817,39,White
9818,77,White
9819,78,White
9820,32,White
9823,89,White
9824,78,White
9825,83,White
9826,60,White
9827,80,White
9829,43,White
9831,89,White
9834,81,White
9835,55,White
9836,99,White
9837,79,White
9841,60,White
9842,40,White
9844,101,White
9845,51,White
9848,49,White
9849,37,White
9853,65,White
9855,57,White
9856,67,White
9857,31,White
9859,47,White
9861,11,White
9863,49,White
9864,27,White
9867,59,White
9868,54,White
9869,51,White
9870,47,White
9871,50,White
9873,97,White
9875,41,White
9880,32,White
9882,25,White
9883,29,White
9885,3,White
9886,29,White
9888,9,White
9892,13,White
9894,13,White
9896,13,White
9899,28,White
9900,55,White
9901,11,White
9905,18,White
9907,5,White
9909,14,White
9911,45,White
9914,47,White
9921,69,White
9923,32,White
9924,31,White
9925,47,White
9927,51,White
9929,61,White
9931,53,White
9933,63,White
9938,65,White
9940,53,White
9942,69,White
9943,53,White
9944,31,White
9946,49,White
9947,71,White
9948,77,White
9949,29,White
9951,53,White
9954,101,White
9956,44,White
9957,56,White
9958,31,White
9962,35,White
9963,73,White
9967,3,White
9968,2,White
9971,3,White
9972,2,White
9974,3,White
9975,3,White
9976,3,White
9977,3,White
9979,3,White
9981,2,White
9982,2,White
9984,3,White
9986,2,White
9987,2,White
9988,2,White
9989,27,White
9992,9,White
9993,43,White
9995,63,White
9996,95,White
10004,7,White
10005,51,White
10007,103,White
10008,59,White
10010,69,White
10011,61,White
10012,37,White
10013,27,White
10014,61,White
10016,119,White
10017,31,White
10019,89,White
10022,77,White
10023,49,White
10024,71,White
10025,49,White
10027,35,White
10029,38,White
10030,3,White
10031,65,White
10033,85,White
10035,19,White
10036,37,White
10037,83,White
10038,11,White
10040,11,White
10041,37,White
10042,29,White
10043,57,White
10049,55,White
10051,9,White
10053,43,White
10056,2,White
10058,2,White
10060,10,White
10061,4,White
10062,7,White
10063,3,White
10064,15,White
10065,3,White
10067,5,White
10070,91,White
10072,55,White
10073,53,White
10074,75,White
10075,67,White
10076,65,White
10078,39,White
10079,87,White
10082,109,White
10083,53,White
10085,31,White
10086,45,White
10089,20,White
10092,71,White
10093,31,White
10095,55,White
10099,40,White
10100,11,White
10101,69,White
10103,18,White
10104,33,White
10105,17,White
10106,74,White
10107,87,White
10108,61,White
10111,39,White
10113,46,White
10115,83,White
10118,35,White
10119,139,White
10120,3,White
10121,45,White
10122,39,White
10123,39,White
10124,29,White
10125,47,White
10126,33,White
10130,60,White
10131,31,White
10132,3,White
10133,23,White
10134,45,White
10135,47,White
10139,65,White
10140,57,White
10142,65,White
10146,67,White
10148,83,White
10150,45,White
10151,106,White
10152,53,White
10153,59,White
10155,75,White
10157,67,White
10158,49,White
10159,41,White
10163,85,White
10164,23,White
10165,41,White
10166,47,White
10167,71,White
10168,51,White
10169,19,White
10170,5,White
10171,14,White
10173,52,White
10174,17,White
10180,93,White
10182,19,White
10185,129,White
10186,65,White
10189,79,White
10190,53,White
10195,88,White
10197,39,White
10200,21,White
10202,43,White
10204,61,White
10205,77,White
10206,35,White
10207,23,White
10209,22,White
10211,63,White
10212,117,White
10213,35,White
10214,47,White
10215,30,White
10219,47,White
10221,51,White
10223,78,White
10224,25,White
10226,12,White
10228,19,White
10232,49,White
10233,134,White
10234,41,White
10237,73,White
10240,91,White
10243,102,White
10245,23,White
10246,77,White
10247,85,White
10249,35,White
10250,67,White
10251,71,White
10253,85,White
10255,41,White
10256,51,White
10257,65,White
10258,51,White
10260,74,White
10261,33,White
10262,85,White
10263,9,White
10264,15,White
10266,8,White
10267,57,White
10268,121,White
10269,57,White
10270,85,White
10272,53,White
10273,21,White
10274,43,White
10275,27,White
10276,51,White
10278,61,White
10279,41,White
10280,55,White
10282,47,White
10285,65,White
10287,79,White
10290,125,White
10295,93,White
10297,103,White
10298,59,White
10300,53,White
10302,41,White
10303,65,White
10304,55,White
10305,79,White
10308,34,White
10310,19,White
10312,11,White
10313,49,White
10315,25,White
10316,25,White
10318,34,White
10319,29,White
10323,67,White
10327,41,White
10328,77,White
10330,43,White
10333,21,White
10334,136,White
10338,83,White
10339,53,White
10340,79,White
10344,33,White
10347,47,White
10351,39,White
10352,23,White
10354,39,White
10356,37,White
10360,31,White
10365,17,White
10371,107,White
10374,59,White
10376,32,White
10377,61,White
10379,8,White
10380,37,White
10382,53,White
10383,29,White
10384,55,White
10385,72,White
10387,57,White
10391,47,White
10392,23,White
10394,37,White
10395,103,White
10396,87,White
10397,47,White
10398,55,White
10399,63,White
10400,43,White
10401,57,White
10402,31,White
10404,47,White
10405,18,White
10413,83,White
10415,103,White
10416,26,White
10424,39,White
10427,101,White
10429,29,White
10430,111,White
10431,97,White
10433,91,White
10435,25,White
10436,45,White
10437,101,White
10439,17,White
10440,17,White
10441,23,White
10443,13,White
10444,21,White
10445,20,White
10446,23,White
10447,47,White
10448,3,White
10449,31,White
10451,115,White
10452,71,White
10453,37,White
10455,31,White
10457,95,White
10458,107,White
10461,36,White
10462,69,White
10463,47,White
10464,36,White
10465,73,White
10467,21,White
10468,12,White
10469,35,White
10471,47,White
10474,91,White
10475,81,White
10478,69,White
10479,119,White
10480,123,White
10484,29,White
10485,135,White
10486,47,White
10487,23,White
10488,77,White
10489,47,White
10491,39,White
10493,53,White
10494,46,White
10496,11,White
10499,57,White
10500,27,White
10501,57,White
10502,89,White
10506,113,White
10509,59,White
10511,47,White
10512,117,White
10514,59,White
10515,117,White
10516,31,White
10517,55,White
10518,67,White
10521,53,White
10522,52,White
10526,43,White
10528,49,White
10529,91,White
10530,69,White
10535,49,White
10536,59,White
10537,86,White
10538,85,White
10542,51,White
10544,113,White
10545,13,White
10548,59,White
10549,79,White
10553,79,White
10554,73,White
10558,39,White
10559,25,White
10560,51,White
10561,95,White
10562,45,White
10564,35,White
10565,33,White
10567,117,White
10568,63,White
10572,113,White
10573,97,White
10577,13,White
10579,99,White
10581,46,White
10583,42,White
10585,53,White
10586,47,White
10590,81,White
10591,57,White
10593,33,White
10594,65,White
10596,33,White
10598,71,White
10599,65,White
10604,47,White
10607,7,White
10608,5,White
10609,15,White
10611,39,White
10612,53,White
10613,19,White
10614,9,White
10615,7,White
10620,75,White
10623,29,White
10627,76,White
10628,63,White
10629,115,White
10631,75,White
10633,57,White
10634,43,White
10636,2,White
10638,2,White
10639,2,White
10641,2,White
10643,2,White
10645,2,White
10647,2,White
10649,2,White
10651,2,White
10653,2,White
10655,2,White
10657,2,White
10659,2,White
10661,2,White
10663,2,White
10665,2,White
10667,2,White
10669,2,White
10671,75,White
10673,37,White
10674,48,White
10675,82,White
10677,77,White
10679,77,White
10680,81,White
10682,83,White
10684,45,White
10685,55,White
10686,133,White
10688,63,White
10690,87,White
10691,29,White
10692,49,White
10693,17,White
10694,61,White
10695,75,White
10696,64,White
10699,61,White
10700,15,White
10702,83,White
10703,66,White
10712,63,White
10713,59,White
10715,53,White
10717,19,White
10719,49,White
10723,19,White
10724,101,White
10726,95,White
10727,71,White
10730,23,White
10733,103,White
10737,61,White
10742,3,White
10747,37,White
10750,103,White
10751,33,White
10753,24,White
10754,35,White
10761,83,White
10762,55,White
10764,93,White
10765,46,White
10766,12,White
10768,33,White
10769,4,White
10770,11,White
10771,9,White
10772,11,White
10773,21,White
10774,13,White
10777,16,White
10778,11,White
10782,17,White
10783,15,White
10785,29,White
10786,57,White
10787,19,White
10788,63,White
10790,23,White
10792,2,White
10794,85,White
10795,53,White
10798,41,White
10800,61,White
10801,93,White
10803,51,White
10805,59,White
10806,39,White
10808,104,White
10812,41,White
10813,10,White
10814,35,White
10815,21,White
10816,47,White
10817,91,White
10820,53,White
10822,19,White
10823,102,White
10825,26,White
10827,131,White
10828,78,White
10829,58,White
10830,63,White
10832,35,White
10833,19,White
10836,45,White
10838,21,White
10839,21,White
10841,87,White
10842,65,White
10845,3,White
10848,35,White
10849,39,White
10850,51,White
10852,27,White
10853,43,White
10854,19,White
10855,27,White
10856,40,White
10857,89,White
10860,55,White
10861,33,White
10862,65,White
10866,49,White
10867,69,White
10868,83,White
10873,49,White
10874,101,White
10875,51,White
10876,73,White
10880,85,White
10881,55,White
10882,51,White
10883,93,White
10884,31,White
10885,51,White
10891,23,White
10894,48,White
10896,37,White
10897,75,White
10899,57,White
10903,48,White
10906,113,White
10907,55,White
10908,75,White
10914,75,White
10917,39,White
10919,41,White
10922,55,White
10923,101,White
10925,21,White
10927,51,White
10929,13,White
10930,75,White
10931,35,White
10934,53,White
10936,59,White
10942,61,White
10943,73,White
10944,77,White
10947,67,White
10948,23,White
10950,49,White
10951,33,White
10952,89,White
10953,37,White
10956,77,White
10959,55,White
10962,75,White
10968,35,White
10969,37,White
10971,71,White
10975,77,White
10976,8,White
10978,37,White
10981,19,White
10983,67,White
10985,55,White
10986,47,White
10992,131,White
10994,56,White
10996,55,White
10998,23,White
11000,85,White
11001,48,White
11002,7,White
11003,35,White
11005,56,White
11008,65,White
11010,25,White
11011,39,White
11014,53,White
11016,29,White
11021,49,White
11022,7,White
11027,57,White
11028,39,White
11031,81,White
11034,59,White
11035,41,White
11037,85,White
11039,51,White
11040,73,White
11041,81,White
11042,37,White
11045,85,White
11046,95,White
11049,10,White
11050,14,White
11053,85,White
11055,13,White
11056,101,White
11060,73,White
11065,96,White
11067,51,White
11069,45,White
11070,63,White
11071,75,White
11075,87,White
11076,47,White
11077,37,White
11079,35,White
11086,89,White
11091,89,White
11095,55,White
11097,45,White
11098,89,White
11101,53,White
11102,30,White
11104,74,White
11106,73,White
11113,67,White
11115,25,White
11117,41,White
11119,69,White
11121,65,White
11125,69,White
11128,39,White
11129,15,White
11130,23,White
11131,59,White
11137,37,White
11138,33,White
11140,35,White
11142,95,White
11145,27,White
11146,81,White
11151,7,White
11152,37,White
11154,55,White
11156,95,White
11158,103,White
11159,71,White
11162,45,White
11163,35,White
11165,55,White
11167,61,White
11169,19,White
11171,21,White
11173,35,White
11174,21,White
11175,53,White
11177,59,White
11178,43,White
11179,43,White
11180,63,White
11181,57,White
11182,91,White
11183,61,White
11184,103,White
11185,57,White
11188,99,White
11189,45,White
11191,53,White
11194,73,White
11195,85,White
11196,69,White
11197,43,White
11198,73,White
11199,59,White
11200,73,White
11202,99,White
11204,67,White
11205,89,White
11206,87,White
11207,111,White
11209,71,White
11215,113,White
11218,59,White
11220,47,White
11221,117,White
11223,59,White
11224,117,White
11225,31,White
11226,55,White
11227,67,White
11230,53,White
11231,52,White
11235,43,White
11237,49,White
11238,91,White
11239,69,White
11244,49,White
11245,59,White
11246,86,White
11247,85,White
11251,51,White
11253,113,White
11254,13,White
11257,59,White
11258,79,White
11262,79,White
11263,73,White
11267,39,White
11268,25,White
11269,51,White
11270,95,White
11271,45,White
11273,35,White
11274,33,White
11276,117,White
11277,63,White
11281,113,White
11282,97,White
11286,13,White
11288,99,White
11290,46,White
11292,42,White
11294,53,White
11295,47,White
11299,81,White
11300,57,White
11302,33,White
11303,65,White
11305,33,White
11307,71,White
11308,65,White
11310,61,White
11311,95,White
11312,59,White
11313,47,White
11314,119,White
11315,41,White
11319,77,White
11320,81,White
11322,10,White
11325,95,White
11329,31,White
11330,27,White
11331,42,White
11332,46,White
11335,85,White
11336,39,White
11338,53,White
11339,63,White
11340,37,White
11346,69,White
11349,77,White
11350,29,White
11354,117,White
11356,27,White
11358,61,White
11359,69,White
11362,75,White
11365,58,White
11366,119,White
11368,121,White
11369,75,White
11370,109,White
11371,87,White
11372,77,White
11373,87,White
11374,91,White
11376,29,White
11378,47,White
11380,10,White
11383,87,White
11384,69,White
11387,47,White
11388,113,White
11389,71,White
11392,93,White
11394,31,White
11396,71,White
11399,59,White
11401,69,White
11403,25,White
11405,33,White
11408,47,White
11409,30,White
11410,24,White
11411,20,White
11415,82,White
11416,87,White
11417,19,White
11418,59,White
11421,53,White
11422,39,White
11424,51,White
11428,59,White
11429,111,White
11431,101,White
11432,15,White
11433,42,White
11438,21,White
11439,73,White
11441,74,White
11444,31,White
11445,63,White
11448,39,White
11449,121,White
11451,47,White
11452,15,White
11453,115,White
11454,97,White
11459,97,White
11461,69,White
11462,101,White
11463,57,White
11467,2,White
11468,2,White
11469,2,White
11473,2,White
11475,2,White
11476,2,White
11479,3,White
11480,2,White
11483,2,White
11484,3,White
11485,3,White
11487,3,White
11488,3,White
11490,65,White
11491,57,White
11493,23,White
11495,7,White
11501,4,White
11502,85,White
11505,61,White
11507,27,White
11508,36,White
11515,39,White
11516,63,White
11517,35,White
11520,71,White
11522,29,White
11523,87,White
11525,53,White
11526,83,White
11529,137,White
11531,35,White
11533,37,White
11535,77,White
11536,91,White
11537,81,White
11542,111,White
11543,59,White
11546,39,White
11547,77,White
11548,99,White
11553,63,White
11556,23,White
11558,46,White
11562,43,White
11565,65,White
11566,3,White
11568,36,White
11570,13,White
11572,39,White
11577,111,White
11579,71,White
11581,97,White
11584,14,White
11585,101,White
11586,69,White
11587,55,White
11591,17,White
11592,47,White
11593,85,White
11600,63,White
11607,135,White
11608,105,White
11609,33,White
11610,11,White
11612,51,White
11615,17,White
11620,51,White
11622,63,White
11624,28,White
11626,23,White
11628,57,White
11630,33,White
11631,61,White
11633,15,White
11634,16,White
11635,57,White
11637,23,White
11639,25,White
11642,36,White
11644,91,White
11647,67,White
11649,29,White
11652,23,White
11655,119,White
11656,49,White
11658,69,White
11659,67,White
11660,35,White
11661,49,White
11665,29,White
11668,36,White
11669,63,White
11670,137,White
11673,55,White
11675,53,White
11677,37,White
11678,45,White
11681,22,White
11682,81,White
11684,51,White
11686,64,White
11689,107,White
11690,65,White
11691,104,White
11693,127,White
11697,95,White
11698,59,White
11699,51,White
11701,21,White
11707,22,White
11709,85,White
11712,43,White
11714,43,White
11717,49,White
11718,107,White
11720,39,White
11722,2,White
11723,49,White
11724,113,White
11732,65,White
11734,29,White
11735,51,White
11736,125,White
11737,59,White
11739,45,White
11741,101,White
11743,63,White
11748,40,White
11749,4,White
11751,21,White
11752,37,White
11754,75,White
11756,41,White
11758,65,White
11759,33,White
11760,53,White
11762,49,White
11765,51,White
11766,53,White
11767,33,White
11769,27,White
11770,31,White
11774,72,White
11775,72,White
11777,41,White
11778,58,White
11780,33,White
11781,41,White
11782,33,White
11785,51,White
11791,53,White
11793,51,White
11794,25,White
11797,37,White
11798,73,White
11800,79,White
11801,83,White
11803,2,White
11805,22,White
11806,73,White
11807,71,White
11810,67,White
11811,57,White
11813,99,White
11816,103,White
11819,85,White
11826,89,White
11827,51,White
11832,43,White
11833,37,White
11834,49,White
11836,39,White
11843,53,White
11844,63,White
11845,28,White
11847,49,White
11848,57,White
11850,55,White
11853,93,White
11856,95,White
11857,137,White
11859,117,White
11860,85,White
11863,137,White
11864,105,White
11868,61,White
11870,135,White
11875,93,White
11879,13,White
11881,29,White
11885,85,White
11887,35,White
11889,49,White
11890,129,White
11891,29,White
11892,67,White
11895,43,White
11901,117,White
11903,51,White
11904,81,White
11906,139,White
11907,83,White
11911,62,White
11917,17,White
11920,65,White
11921,69,White
11923,75,White
11925,49,White
11927,12,White
11929,67,White
11930,55,White
11932,43,White
11933,59,White
11934,47,White
11936,103,White
11937,53,White
11938,63,White
11942,115,White
11943,51,White
11948,69,White
11954,59,White
11957,69,White
11960,115,White
11962,73,White
11964,5,White
11966,53,White
11968,39,White
11970,55,White
11971,35,White
11973,83,White
11976,47,White
11980,107,White
11981,39,White
11986,43,White
11988,32,White
11989,83,White
11999,51,White
12000,71,White
12001,49,White
12005,11,White
12009,123,White
12010,25,White
12012,79,White
12013,105,White
12015,84,White
12017,15,White
12018,23,White
12020,81,White
12022,71,White
12025,93,White
12028,63,White
12030,17,White
12031,37,White
12032,55,White
12034,35,White
12037,39,White
12039,99,White
12044,45,White
12048,93,White
12052,77,White
12055,39,White
12056,53,White
12058,61,White
12059,49,White
12063,45,White
12064,50,White
12068,71,White
12069,63,White
12070,49,White
12071,7,White
12072,49,White
12075,99,White
12076,131,White
12081,41,White
12084,49,White
12085,57,White
12086,111,White
12089,75,White
12090,41,White
12093,27,White
12094,51,White
12096,89,White
12098,50,White
12106,66,White
12110,39,White
12111,39,White
12113,52,White
12114,87,White
12115,50,White
12116,63,White
12117,121,White
12118,36,White
12121,57,White
12122,61,White
12123,75,White
12126,93,White
12130,95,White
12131,56,White
12133,89,White
12134,77,White
12135,31,White
12136,59,White
12146,39,White
12150,32,White
12152,61,White
12156,137,White
12157,59,White
12159,103,White
12160,32,White
12161,113,White
12166,97,White
12167,55,White
12170,57,White
12172,69,White
12180,111,White
12181,107,White
12188,23,White
12189,45,White
12190,117,White
12191,111,White
12194,47,White
12195,115,White
12196,97,White
12197,31,White
12201,43,White
12204,51,White
12207,79,White
12210,99,White
12211,23,White
12213,42,White
12215,59,White
12218,107,White
12221,45,White
12223,93,White
12225,23,White
12228,23,White
12229,91,White
12231,71,White
12234,33,White
12236,51,White
12241,75,White
12242,89,White
12244,49,White
12245,67,White
12246,73,White
12247,43,White
12251,53,White
12252,21,White
12253,40,White
12257,35,White
12260,64,White
12262,51,White
12263,3,White
12265,99,White
12266,65,White
12267,43,White
12269,51,White
12275,94,White
12276,51,White
12277,127,White
12278,96,White
12281,113,White
12282,21,White
12285,57,White
12286,57,White
12291,105,White
12297,5,White
12305,21,White
12308,31,White
12310,80,White
12311,62,White
12313,38,White
12314,61,White
12316,99,White
12319,55,White
12321,27,White
12326,85,White
12330,61,White
12333,49,White
12335,47,White
12337,61,White
12338,49,White
12339,57,White
12344,81,White
12345,107,White
12346,17,White
12350,61,White
12353,9,White
12356,5,White
12358,109,White
12363,53,White
12364,15,White
12365,52,White
12367,99,White
12368,19,White
12369,89,White
12370,71,White
12371,43,White
12375,63,White
12376,79,White
12380,131,White
12382,89,White
12387,65,White
12388,73,White
12389,57,White
12390,13,White
12393,44,White
12394,33,White
12397,53,White
12398,89,White
12399,22,White
12400,67,White
12401,113,White
12402,76,White
