,turns,winner
4292,17,White
4294,23,White
4295,51,White
4297,85,White
4300,85,White
4302,53,White
4304,41,White
4307,51,White
4308,39,White
4310,9,White
4311,15,White
4313,39,White
4315,81,White
4316,69,White
4322,59,White
4323,93,White
4327,61,White
4328,93,White
4329,49,White
4332,61,White
4334,53,White
4335,61,White
4336,83,White
4337,71,White
4338,77,White
4341,69,White
4342,77,White
4343,65,White
4345,29,White
4347,91,White
4348,73,White
4351,75,White
4356,66,White
4357,37,White
4359,55,White
4361,73,White
4362,39,White
4363,49,White
4365,79,White
4366,9,White
4367,51,White
4368,33,White
4370,47,White
4371,27,White
4375,27,White
4377,73,White
4378,21,White
4379,39,White
4380,45,White
4382,45,White
4384,77,White
4385,47,White
4386,45,White
4388,41,White
4392,31,White
4397,65,White
4398,53,White
4401,57,White
4402,52,White
4403,49,White
4404,51,White
4406,137,White
4408,39,White
4421,43,White
4422,43,White
4424,39,White
4429,71,White
4433,83,White
4434,117,White
4435,95,White
4438,107,White
4442,16,White
4445,59,White
4447,3,White
4450,21,White
4451,46,White
4452,23,White
4453,55,White
4454,63,White
4457,91,White
4458,33,White
4459,77,White
4460,91,White
4461,125,White
4462,41,White
4464,49,White
4467,35,White
4468,67,White
4469,63,White
4470,71,White
4472,19,White
4477,53,White
4478,89,White
4479,43,White
4480,85,White
4482,51,White
4484,78,White
4485,75,White
4486,89,White
4493,28,White
4494,80,White
4495,53,White
4496,45,White
4497,70,White
4498,47,White
4499,59,White
4500,67,White
4501,124,White
4502,73,White
4506,21,White
4508,35,White
4509,75,White
4510,23,White
4511,55,White
4512,9,White
4513,38,White
4516,57,White
4517,137,White
4520,102,White
4522,67,White
4524,55,White
4526,53,White
4527,58,White
4528,11,White
4529,101,White
4530,39,White
4532,89,White
4534,45,White
4537,81,White
4538,63,White
4539,37,White
4540,61,White
4544,45,White
4546,37,White
4547,57,White
4551,23,White
4554,73,White
4555,71,White
4556,51,White
4557,29,White
4559,107,White
4560,59,White
4561,89,White
4564,43,White
4565,23,White
4566,63,White
4569,85,White
4570,61,White
4571,65,White
4573,83,White
4574,45,White
4575,10,White
4579,77,White
4580,81,White
4583,39,White
4585,11,White
4588,23,White
4590,59,White
4592,41,White
4597,35,White
4599,87,White
4600,63,White
4601,51,White
4604,35,White
4605,71,White
4606,113,White
4607,9,White
4609,33,White
4611,39,White
4613,39,White
4614,89,White
4615,23,White
4616,65,White
4618,18,White
4619,53,White
4620,51,White
4621,47,White
4622,30,White
4624,2,White
4626,39,White
4630,9,White
4632,19,White
4633,13,White
4634,33,White
4635,81,White
4638,69,White
4640,31,White
4641,55,White
4645,17,White
4647,67,White
4657,53,White
4659,43,White
4661,71,White
4667,87,White
4668,77,White
4670,21,White
4671,57,White
4672,47,White
4674,85,White
4679,43,White
4683,67,White
4684,51,White
4686,35,White
4688,11,White
4689,57,White
4691,79,White
4693,23,White
4695,14,White
4697,9,White
4700,27,White
4703,25,White
4705,131,White
4706,30,White
4711,3,White
4715,119,White
4716,37,White
4717,53,White
4719,95,White
4720,81,White
4721,22,White
4724,39,White
4729,71,White
4730,71,White
4732,61,White
4733,35,White
4735,55,White
4739,33,White
4740,35,White
4741,29,White
4742,85,White
4744,24,White
4745,47,White
4747,15,White
4750,43,White
4751,11,White
4753,13,White
4754,63,White
4755,9,White
4757,65,White
4759,71,White
4761,47,White
4764,97,White
4777,75,White
4778,52,White
4779,21,White
4780,65,White
4781,53,White
4782,49,White
4784,37,White
4786,31,White
4787,11,White
4788,11,White
4789,49,White
4791,85,White
4793,80,White
4794,61,White
4795,5,White
4796,7,White
4798,64,White
4801,41,White
4802,48,White
4803,20,White
4804,25,White
4806,11,White
4807,63,White
4809,21,White
4811,129,White
4812,39,White
4816,87,White
4819,12,White
4820,41,White
4822,71,White
4824,41,White
4825,37,White
4826,23,White
4829,51,White
4831,73,White
4834,41,White
4835,45,White
4836,51,White
4842,45,White
4843,89,White
4845,29,White
4846,71,White
4849,57,White
4851,20,White
4852,39,White
4855,57,White
4856,41,White
4858,63,White
4860,31,White
4861,29,White
4862,29,White
4863,33,White
4865,63,White
4867,59,White
4868,53,White
4869,29,White
4875,41,White
4878,87,White
4881,107,White
4883,49,White
4884,64,White
4887,71,White
4889,67,White
4891,37,White
4893,56,White
4896,63,White
4897,19,White
4899,35,White
4900,36,White
4901,117,White
4903,26,White
4905,87,White
4908,71,White
4910,106,White
4911,91,White
4915,111,White
4918,47,White
4919,111,White
4920,54,White
4922,63,White
4925,41,White
4926,15,White
4929,33,White
4931,68,White
4932,46,White
4934,57,White
4935,40,White
4937,50,White
4940,39,White
4941,44,White
4945,77,White
4948,41,White
4950,33,White
4952,37,White
4953,115,White
4954,35,White
4956,39,White
4958,17,White
4959,77,White
4962,29,White
4968,51,White
4976,115,White
4978,81,White
4979,137,White
4980,43,White
4981,63,White
4983,101,White
4986,42,White
4988,37,White
4989,47,White
4992,33,White
4993,83,White
4995,57,White
4996,45,White
4997,109,White
4998,45,White
5002,51,White
5005,43,White
5008,55,White
5009,15,White
5010,45,White
5018,27,White
5020,51,White
5021,45,White
5024,32,White
5025,65,White
5030,71,White
5031,81,White
5032,47,White
5034,109,White
5035,67,White
5036,57,White
5038,41,White
5040,41,White
5041,95,White
5043,77,White
5044,83,White
5046,19,White
5047,119,White
5048,61,White
5050,49,White
5055,85,White
5056,58,White
5059,77,White
5060,51,White
5063,107,White
5064,61,White
5065,19,White
5067,83,White
5068,77,White
5070,25,White
5073,53,White
5075,39,White
5078,69,White
5079,23,White
5083,67,White
5086,123,White
5087,21,White
5089,119,White
5091,93,White
5092,51,White
5094,41,White
5098,74,White
5102,111,White
5103,64,White
5106,19,White
5107,79,White
5108,77,White
5109,120,White
5111,27,White
5112,29,White
5113,41,White
5117,87,White
5118,51,White
5119,67,White
5124,115,White
5126,29,White
5127,77,White
5128,46,White
5129,55,White
5130,65,White
5132,51,White
5133,37,White
5135,28,White
5137,99,White
5138,59,White
5139,53,White
5141,45,White
5142,17,White
5145,35,White
5147,55,White
5148,43,White
5152,37,White
5153,39,White
5156,43,White
5157,103,White
5158,59,White
5161,77,White
5162,37,White
5163,25,White
5164,81,White
5166,43,White
5167,47,White
5168,27,White
5169,41,White
5170,40,White
5171,61,White
5172,71,White
5173,101,White
5176,49,White
5177,77,White
5178,93,White
5181,44,White
5182,77,White
5184,36,White
5186,15,White
5189,28,White
5190,61,White
5192,23,White
5194,37,White
5195,53,White
5197,25,White
5199,93,White
5200,121,White
5203,95,White
5204,65,White
5209,93,White
5213,73,White
5214,25,White
5221,11,White
5223,75,White
5224,81,White
5228,35,White
5230,67,White
5233,75,White
5234,65,White
5235,32,White
5236,41,White
5237,57,White
5238,40,White
5240,51,White
5246,113,White
5249,65,White
5253,59,White
5254,45,White
5256,49,White
5257,115,White
5258,45,White
5263,81,White
5266,113,White
5268,53,White
5272,27,White
5273,27,White
5274,15,White
5278,67,White
5279,37,White
5280,50,White
5281,37,White
5286,21,White
5289,45,White
5291,19,White
5292,27,White
5293,29,White
5295,23,White
5297,45,White
5298,50,White
5300,109,White
5301,35,White
5302,63,White
5303,20,White
5304,59,White
5307,19,White
5308,19,White
5309,15,White
5310,11,White
5311,13,White
5312,11,White
5313,55,White
5315,41,White
5317,69,White
5321,77,White
5322,83,White
5323,51,White
5331,37,White
5334,115,White
5335,56,White
5337,23,White
5338,67,White
5343,35,White
5345,41,White
5346,57,White
5348,39,White
5350,19,White
5351,35,White
5353,9,White
5354,27,White
5356,29,White
5358,85,White
5359,41,White
5361,8,White
5362,57,White
5363,64,White
5364,77,White
5366,47,White
5368,35,White
5369,61,White
5370,13,White
5375,61,White
5378,41,White
5381,79,White
5383,57,White
5384,25,White
5385,51,White
5386,47,White
5388,39,White
5390,45,White
5395,53,White
5397,99,White
5400,53,White
5401,75,White
5402,35,White
5403,53,White
5408,95,White
5412,109,White
5413,55,White
5414,115,White
5417,39,White
5420,59,White
5423,83,White
5424,29,White
5427,45,White
5429,71,White
5432,73,White
5434,2,White
5436,45,White
5438,71,White
5441,39,White
5443,89,White
5449,83,White
5451,75,White
5452,77,White
5458,41,White
5459,7,White
5460,7,White
5461,7,White
5462,7,White
5463,7,White
5464,7,White
5466,49,White
5470,94,White
5471,22,White
5472,117,White
5474,21,White
5480,56,White
5481,59,White
5482,54,White
5483,53,White
5484,29,White
5489,57,White
5491,30,White
5493,92,White
5498,43,White
5499,21,White
5501,22,White
5504,77,White
5508,45,White
5509,57,White
5512,55,White
5515,107,White
5520,117,White
5525,71,White
5527,63,White
5528,40,White
5529,47,White
5532,53,White
5533,41,White
5534,131,White
5537,113,White
5538,43,White
5541,31,White
5543,61,White
5546,31,White
5547,4,White
5549,57,White
5552,31,White
5554,49,White
5555,103,White
5556,105,White
5558,53,White
5559,73,White
5564,33,White
5565,27,White
5566,40,White
5568,118,White
5569,75,White
5570,83,White
5571,59,White
5572,79,White
5573,28,White
5576,43,White
5579,43,White
5580,49,White
5582,66,White
5583,73,White
5588,59,White
5589,73,White
5591,23,White
5593,69,White
5594,53,White
5595,33,White
5596,33,White
5598,57,White
5600,77,White
5601,59,White
5602,73,White
5604,81,White
5612,13,White
5613,20,White
5615,9,White
5618,111,White
5620,38,White
5621,79,White
5622,43,White
5623,117,White
5624,29,White
5626,21,White
5627,121,White
5628,85,White
5631,43,White
5632,55,White
5645,87,White
5646,111,White
5652,49,White
5655,17,White
5657,19,White
5662,25,White
5663,85,White
5665,81,White
5668,23,White
5669,61,White
5673,29,White
5676,17,White
5680,37,White
5681,87,White
5682,91,White
5683,41,White
5684,69,White
5686,99,White
5687,24,White
5691,39,White
5692,125,White
5696,20,White
5701,100,White
5702,55,White
5703,32,White
5705,37,White
5706,87,White
5710,65,White
5713,63,White
5714,79,White
5715,103,White
5716,65,White
5717,26,White
5718,135,White
5722,59,White
5724,76,White
5726,25,White
5728,53,White
5729,55,White
5731,27,White
5732,61,White
5736,73,White
5738,43,White
5739,33,White
5740,71,White
5741,69,White
5742,45,White
5743,95,White
5744,47,White
5747,21,White
5750,35,White
5755,17,White
5756,79,White
5760,43,White
5761,61,White
5763,80,White
5770,58,White
5773,11,White
5774,5,White
5779,57,White
5782,39,White
5787,51,White
5788,49,White
5789,61,White
5790,61,White
5793,56,White
5795,41,White
5798,79,White
5800,95,White
5802,44,White
5803,61,White
5806,93,White
5807,57,White
5809,49,White
5813,47,White
5816,21,White
5817,27,White
5819,31,White
5821,11,White
5822,69,White
5824,35,White
5829,19,White
5831,2,White
5834,41,White
5835,29,White
5837,43,White
5840,65,White
5841,25,White
5844,49,White
5845,21,White
5847,75,White
5848,39,White
5851,91,White
5855,49,White
5856,5,White
5858,75,White
5864,43,White
5866,77,White
5870,117,White
5877,85,White
5879,57,White
5881,113,White
5886,37,White
5891,45,White
5893,65,White
5894,42,White
5895,7,White
5896,51,White
5897,13,White
5898,41,White
5899,27,White
5901,27,White
5903,17,White
5904,47,White
5906,27,White
5907,85,White
5911,43,White
5912,45,White
5914,39,White
5915,63,White
5916,82,White
5918,15,White
5919,30,White
5920,25,White
5921,3,White
5922,9,White
5923,20,White
5925,22,White
5927,17,White
5928,43,White
5930,60,White
5933,49,White
5935,33,White
5937,21,White
5938,51,White
5939,46,White
5941,13,White
5943,71,White
5944,21,White
5946,51,White
5948,111,White
5950,53,White
5953,113,White
5954,43,White
5955,81,White
5959,58,White
5962,24,White
5964,21,White
5968,19,White
5970,37,White
5972,29,White
5974,51,White
5976,29,White
5979,99,White
5980,77,White
5982,35,White
5984,34,White
5987,63,White
5989,77,White
5990,105,White
5991,81,White
5994,72,White
5995,59,White
5997,105,White
5999,57,White
6000,69,White
6001,77,White
6002,35,White
6003,119,White
6007,61,White
6008,63,White
6010,79,White
6011,71,White
6012,41,White
6013,3,White
6015,113,White
6017,71,White
6020,43,White
6022,51,White
6023,39,White
6026,25,White
6027,43,White
6029,113,White
6032,65,White
6033,33,White
6034,47,White
6038,27,White
6039,45,White
6042,41,White
6043,30,White
6044,27,White
6045,47,White
6046,53,White
6048,41,White
6049,77,White
6050,73,White
6051,75,White
6053,43,White
6054,49,White
6055,71,White
6057,17,White
6059,81,White
6061,17,White
6062,63,White
6064,69,White
6065,7,White
6070,61,White
6071,69,White
6075,46,White
6076,53,White
6078,73,White
6079,3,White
6080,23,White
6082,89,White
6088,71,White
6091,119,White
6092,127,White
6094,119,White
6096,101,White
6097,55,White
6098,97,White
6099,123,White
6100,47,White
6102,17,White
6103,137,White
6105,77,White
6106,66,White
6109,43,White
6112,65,White
6113,75,White
6115,61,White
6127,63,White
6128,89,White
6132,47,White
6134,65,White
6136,125,White
6138,53,White
6144,53,White
6145,39,White
6146,3,White
6147,43,White
6149,36,White
6152,23,White
6155,36,White
6156,49,White
6159,31,White
6162,11,White
6163,53,White
6167,61,White
6168,123,White
6170,31,White
6173,33,White
6176,23,White
6177,25,White
6178,47,White
6181,79,White
6183,45,White
6184,37,White
6185,33,White
6187,49,White
6189,41,White
6190,35,White
6192,7,White
6193,119,White
6194,95,White
6195,77,White
6197,49,White
6199,15,White
6200,95,White
6205,27,White
6206,69,White
6208,83,White
6209,55,White
6210,61,White
6211,53,White
6215,23,White
6217,69,White
6219,89,White
6220,35,White
6221,75,White
6222,71,White
6225,39,White
6226,72,White
6228,65,White
6232,93,White
6233,23,White
6234,7,White
6237,57,White
6240,65,White
6243,35,White
6248,65,White
6250,86,White
6252,51,White
6257,55,White
6258,51,White
6260,37,White
6261,16,White
6263,23,White
6265,23,White
6267,31,White
6271,60,White
6275,85,White
6278,18,White
6279,39,White
6280,129,White
6283,55,White
6284,101,White
6285,95,White
6286,63,White
6287,13,White
6294,43,White
6296,39,White
6298,7,White
6300,19,White
6303,53,White
6305,47,White
6309,89,White
6315,63,White
6316,75,White
6317,27,White
6318,21,White
6319,71,White
6320,73,White
6323,41,White
6324,25,White
6328,23,White
6331,51,White
6332,61,White
6333,65,White
6335,71,White
6336,49,White
6338,24,White
6339,57,White
6340,23,White
6342,93,White
6343,83,White
6344,71,White
6346,53,White
6349,67,White
6352,61,White
6353,45,White
6354,37,White
6356,35,White
6357,53,White
6359,37,White
6360,39,White
6366,51,White
6368,59,White
6371,99,White
6376,49,White
6380,87,White
6381,47,White
6382,61,White
6383,57,White
6385,23,White
6389,23,White
6390,27,White
6391,13,White
6392,105,White
6395,27,White
6396,57,White
6399,53,White
6401,119,White
6404,31,White
6410,117,White
6417,129,White
6418,17,White
6419,3,White
6420,109,White
6427,39,White
6428,73,White
6431,43,White
6434,63,White
6435,21,White
6436,59,White
6442,51,White
6444,131,White
6446,47,White
6447,59,White
6454,61,White
6456,69,White
6457,11,White
6458,41,White
6460,11,White
6461,65,White
6462,25,White
6464,93,White
6469,27,White
6472,91,White
6475,123,White
6477,99,White
6479,85,White
6480,89,White
6481,33,White
6482,95,White
6484,3,White
6487,43,White
6490,33,White
6492,9,White
6493,41,White
6495,31,White
6498,31,White
6501,67,White
6504,67,White
6505,30,White
6511,49,White
6513,123,White
6514,50,White
6516,8,White
6517,10,White
6518,8,White
6524,5,White
6527,99,White
6529,89,White
6532,39,White
6533,47,White
6534,71,White
6535,43,White
6536,45,White
6537,133,White
6538,34,White
6539,39,White
6540,39,White
6542,31,White
6544,23,White
6545,39,White
6548,87,White
6549,67,White
6550,84,White
6552,67,White
6554,27,White
6555,27,White
6559,131,White
6560,31,White
6561,27,White
6563,43,White
6564,13,White
6565,62,White
6566,55,White
6567,99,White
6568,44,White
6571,21,White
6575,93,White
6578,109,White
6579,55,White
6580,37,White
6582,35,White
6584,41,White
6585,51,White
6587,65,White
6588,61,White
6590,61,White
6592,113,White
6594,33,White
6598,46,White
6599,23,White
6603,65,White
6604,69,White
6605,57,White
6606,19,White
6608,103,White
6609,45,White
6610,89,White
6614,49,White
6616,82,White
6617,53,White
6619,41,White
6622,31,White
6623,53,White
6624,45,White
6626,71,White
6627,89,White
6628,37,White
6630,37,White
6632,61,White
6635,23,White
6636,27,White
6637,73,White
6638,89,White
6641,75,White
6642,57,White
6646,128,White
6649,113,White
6652,45,White
6654,35,White
6656,67,White
6658,83,White
6660,129,White
6662,67,White
6666,107,White
6667,38,White
6669,111,White
6676,119,White
6681,41,White
6682,65,White
6683,25,White
6686,9,White
6688,97,White
6690,43,White
6692,23,White
6694,89,White
6695,31,White
6696,35,White
6699,83,White
6700,57,White
6702,53,White
6703,71,White
6705,77,White
6706,55,White
6707,57,White
6708,27,White
6711,69,White
6712,75,White
6714,45,White
6717,95,White
6720,79,White
6722,69,White
6728,69,White
6730,57,White
6731,15,White
6732,65,White
6734,35,White
6736,56,White
6737,49,White
6738,35,White
6741,33,White
6746,123,White
6747,81,White
6751,69,White
6752,69,White
6753,63,White
6754,57,White
6755,65,White
6756,39,White
6758,27,White
6760,95,White
6761,51,White
6762,86,White
6763,33,White
6764,81,White
6766,100,White
6767,29,White
6769,53,White
6771,135,White
6774,67,White
6778,33,White
6780,33,White
6783,44,White
6788,15,White
6792,125,White
6793,79,White
6795,55,White
6799,117,White
6801,5,White
6804,103,White
6805,83,White
6808,69,White
6809,57,White
6810,27,White
6811,9,White
6814,61,White
6815,45,White
6817,47,White
6818,49,White
6819,28,White
6821,20,White
6822,23,White
6823,47,White
6824,39,White
6825,17,White
6826,35,White
6827,35,White
6828,33,White
6829,29,White
6830,61,White
6831,23,White
6832,49,White
6834,61,White
6838,26,White
6839,55,White
6840,131,White
6842,79,White
6843,53,White
6844,47,White
6846,31,White
6847,33,White
6848,42,White
6851,85,White
6852,31,White
6859,51,White
6863,49,White
6864,77,White
6865,35,White
6867,11,White
6868,91,White
6870,25,White
6871,47,White
6873,55,White
6875,43,White
6877,57,White
6878,69,White
6881,43,White
6883,103,White
6886,107,White
6887,34,White
6893,45,White
6896,98,White
6899,81,White
6903,61,White
6904,105,White
6906,45,White
6907,103,White
6908,63,White
6910,35,White
6911,85,White
6913,17,White
6914,27,White
6916,25,White
6917,95,White
6920,9,White
6923,31,White
6924,66,White
6925,15,White
6926,77,White
6930,32,White
6931,37,White
6933,76,White
6934,83,White
6937,23,White
6940,23,White
6943,57,White
6946,11,White
6947,45,White
6948,16,White
6949,61,White
6952,56,White
6954,54,White
6957,39,White
6958,45,White
6959,25,White
6962,43,White
6964,35,White
6966,23,White
6968,9,White
6970,69,White
6971,77,White
6973,87,White
6977,131,White
6978,63,White
6986,47,White
6987,51,White
6990,61,White
6995,55,White
6996,69,White
6997,41,White
6998,63,White
6999,68,White
7002,35,White
7005,43,White
7009,75,White
7017,49,White
7019,51,White
7022,83,White
7032,35,White
7033,65,White
7034,71,White
7036,69,White
7039,53,White
7043,35,White
7046,67,White
7048,73,White
7050,31,White
7051,77,White
7052,53,White
7053,59,White
7056,109,White
7059,44,White
7061,77,White
7064,61,White
7065,81,White
7067,61,White
7069,55,White
7073,11,White
7078,67,White
7085,73,White
7087,21,White
7088,57,White
7089,59,White
7090,11,White
7092,17,White
7095,59,White
7099,15,White
7101,51,White
7102,115,White
7104,81,White
7105,41,White
7108,17,White
7109,31,White
7110,73,White
7111,14,White
7112,23,White
7113,99,White
7114,87,White
7116,109,White
7117,44,White
7118,57,White
7119,15,White
7120,53,White
7123,75,White
7124,83,White
7125,53,White
7129,91,White
7131,41,White
7137,97,White
7144,14,White
7147,63,White
7148,69,White
7152,15,White
7153,63,White
7155,17,White
7156,35,White
7157,53,White
7162,67,White
7165,67,White
7168,35,White
7170,27,White
7174,89,White
7176,57,White
7178,85,White
7179,89,White
7180,57,White
7182,37,White
7184,101,White
7188,33,White
7191,29,White
7194,61,White
7196,75,White
7197,37,White
7198,81,White
7201,69,White
7204,51,White
7205,13,White
7208,48,White
7209,85,White
7216,45,White
7217,99,White
7220,11,White
7223,112,White
7225,47,White
7226,61,White
7228,67,White
7230,48,White
7233,71,White
7235,107,White
7238,83,White
7241,79,White
7245,39,White
7246,119,White
7247,113,White
7250,95,White
7251,11,White
7252,55,White
7253,63,White
7255,31,White
7257,57,White
7258,99,White
7259,93,White
7261,57,White
7263,77,White
7264,125,White
7265,99,White
7267,68,White
7268,35,White
7273,33,White
7274,105,White
7276,4,White
7277,129,White
7278,113,White
7279,95,White
7281,57,White
7282,63,White
7283,45,White
7284,127,White
7290,41,White
7292,69,White
7293,93,White
7295,121,White
7296,93,White
7297,89,White
7298,45,White
7303,99,White
7304,73,White
7306,33,White
7308,117,White
7309,64,White
7312,38,White
7313,38,White
7315,35,White
7316,36,White
7320,46,White
7322,53,White
7324,43,White
7325,67,White
7327,62,White
7331,19,White
7333,21,White
7335,31,White
7337,13,White
7338,67,White
7340,85,White
7341,81,White
7342,69,White
7344,31,White
7345,87,White
7349,80,White
7350,115,White
7356,55,White
7358,103,White
7360,83,White
7362,101,White
7363,111,White
7365,119,White
7367,67,White
7368,57,White
7369,59,White
7370,79,White
7372,59,White
7374,107,White
7379,11,White
7380,21,White
7381,55,White
7382,45,White
7383,79,White
7384,61,White
7385,87,White
7386,15,White
7387,49,White
7390,25,White
7395,26,White
7397,47,White
7399,35,White
7402,57,White
7406,41,White
7407,24,White
7408,47,White
7409,83,White
7413,57,White
7415,43,White
7418,99,White
7419,57,White
7422,123,White
7424,74,White
7425,53,White
7427,59,White
7428,59,White
7430,77,White
7432,31,White
7436,43,White
7438,47,White
7439,7,White
7442,62,White
7446,59,White
7447,81,White
7449,81,White
7450,11,White
7451,9,White
7452,7,White
7455,57,White
7457,47,White
7458,25,White
7460,51,White
7461,93,White
7462,51,White
7464,17,White
7468,45,White
7473,61,White
7477,121,White
7481,93,White
7483,35,White
7485,34,White
7486,101,White
7490,104,White
7494,71,White
7495,71,White
7496,49,White
7499,69,White
7503,39,White
7504,61,White
7505,39,White
7511,12,White
7512,111,White
7513,36,White
7516,29,White
7517,49,White
7519,23,White
7523,63,White
7525,49,White
7530,7,White
7532,47,White
7537,44,White
7540,43,White
7542,47,White
7544,26,White
7549,17,White
7553,63,White
7555,61,White
7556,77,White
7557,93,White
7560,71,White
7561,55,White
7564,39,White
7566,69,White
7569,107,White
7571,79,White
7572,49,White
7574,56,White
7577,87,White
7578,103,White
7579,95,White
7580,89,White
7581,39,White
7582,47,White
7585,44,White
7587,37,White
7588,69,White
7591,53,White
7595,31,White
7599,103,White
7608,51,White
7609,67,White
7612,123,White
7614,44,White
7619,69,White
7626,51,White
7627,27,White
7629,39,White
7630,49,White
7632,51,White
7635,135,White
7636,55,White
7637,55,White
7639,69,White
7640,31,White
7642,57,White
7643,57,White
7644,57,White
7645,114,White
7646,27,White
7647,39,White
7649,55,White
7650,35,White
7652,26,White
7653,33,White
7654,139,White
7655,67,White
7659,73,White
7660,85,White
7662,81,White
7663,45,White
7664,33,White
7665,103,White
7669,83,White
7672,53,White
7673,60,White
7675,23,White
7676,89,White
7677,59,White
7679,37,White
7681,75,White
7683,17,White
7685,29,White
7686,63,White
7691,53,White
7694,36,White
7696,32,White
7699,100,White
7700,61,White
7702,102,White
7705,89,White
7706,37,White
7707,49,White
7708,38,White
7709,19,White
7710,33,White
7712,12,White
7714,53,White
7715,71,White
7716,73,White
7718,50,White
7720,41,White
7721,57,White
7723,41,White
7726,55,White
7727,33,White
7728,41,White
7730,65,White
7737,59,White
7739,77,White
7740,87,White
7745,63,White
7746,71,White
7748,21,White
7749,79,White
7750,39,White
7752,55,White
7755,67,White
7756,19,White
7758,53,White
7763,39,White
7764,40,White
7766,19,White
7770,24,White
7771,3,White
7773,7,White
7774,49,White
7775,23,White
7777,9,White
7778,37,White
7780,25,White
7781,20,White
7782,69,White
7783,53,White
7785,55,White
7787,57,White
7788,41,White
7789,41,White
7790,123,White
7791,73,White
7792,45,White
7793,75,White
7794,77,White
7795,123,White
7797,75,White
7799,45,White
7800,97,White
7801,85,White
7802,41,White
7805,61,White
7806,74,White
7807,41,White
7808,101,White
7809,99,White
7812,59,White
7815,37,White
7816,95,White
7818,49,White
7820,73,White
7821,39,White
7824,39,White
7825,24,White
7826,27,White
7828,33,White
7829,21,White
7830,71,White
7832,17,White
7836,57,White
7837,43,White
7838,76,White
7841,137,White
7842,59,White
7843,8,White
7847,123,White
7848,89,White
7851,57,White
7852,61,White
7854,119,White
7855,69,White
7856,69,White
7857,25,White
7859,45,White
7860,49,White
7861,36,White
7862,89,White
7863,45,White
7864,57,White
7865,79,White
7871,125,White
7873,31,White
7875,7,White
7880,99,White
7884,139,White
7885,53,White
7886,55,White
7889,50,White
7896,31,White
7897,63,White
7898,61,White
7899,75,White
7902,101,White
7903,45,White
7905,49,White
7906,58,White
7908,31,White
7911,27,White
7915,101,White
7917,39,White
7921,37,White
7923,55,White
7925,33,White
7927,41,White
7930,52,White
7932,41,White
7934,40,White
7937,31,White
7939,23,White
7942,29,White
7943,33,White
7944,45,White
7949,60,White
7950,67,White
7951,47,White
7953,35,White
7956,91,White
7957,41,White
7961,35,White
7962,82,White
7963,41,White
7964,51,White
7966,123,White
7969,79,White
7971,59,White
7975,31,White
7978,29,White
7979,109,White
7980,27,White
7981,28,White
7982,38,White
7984,83,White
7986,67,White
7987,57,White
7988,73,White
7990,46,White
7991,77,White
7992,11,White
7994,53,White
7997,39,White
7999,29,White
8000,41,White
8001,77,White
8002,31,White
8004,15,White
8005,23,White
8006,21,White
8009,30,White
8012,15,White
8013,23,White
8015,59,White
8016,45,White
8017,131,White
8019,13,White
8022,43,White
8027,55,White
8029,87,White
8031,53,White
8032,109,White
8034,37,White
8035,27,White
8036,41,White
8037,43,White
8038,73,White
8039,53,White
8040,73,White
8041,67,White
8052,129,White
8058,35,White
8060,29,White
8066,33,White
8068,65,White
8070,71,White
8074,43,White
8075,119,White
8077,89,White
8078,58,White
8079,21,White
8088,55,White
8093,29,White
8094,83,White
8099,39,White
8100,41,White
8101,35,White
8104,57,White
8106,55,White
8109,67,White
8111,91,White
8113,27,White
8116,75,White
8119,81,White
8122,63,White
8123,115,White
8127,43,White
8128,16,White
8129,99,White
8131,15,White
8133,89,White
8134,25,White
8136,37,White
8137,45,White
8139,91,White
8140,3,White
8141,29,White
8142,31,White
8143,27,White
8144,59,White
8147,49,White
8149,67,White
8150,33,White
8151,53,White
8152,91,White
8154,57,White
8158,75,White
8159,75,White
8163,31,White
8164,45,White
8165,35,White
8166,37,White
8167,45,White
8169,51,White
8172,91,White
8174,55,White
8175,47,White
8177,35,White
8181,39,White
8185,37,White
8187,27,White
8191,51,White
8193,29,White
8194,53,White
8198,73,White
8199,61,White
8201,79,White
8202,25,White
8204,69,White
8205,69,White
8206,33,White
8208,103,White
8212,109,White
8214,101,White
8216,93,White
8220,107,White
8221,63,White
8222,91,White
8226,55,White
8227,81,White
8229,39,White
8231,77,White
8234,75,White
8235,83,White
8236,41,White
8237,25,White
8238,57,White
8239,45,White
8242,41,White
8244,35,White
8247,47,White
8248,79,White
8249,3,White
8250,49,White
8252,87,White
8254,31,White
8256,37,White
8257,73,White
8258,7,White
8262,57,White
8264,65,White
8268,115,White
8272,69,White
8273,41,White
8274,65,White
8278,30,White
8282,45,White
8283,65,White
8284,47,White
8285,41,White
8286,37,White
8287,105,White
8288,29,White
8289,105,White
8295,51,White
8298,97,White
8299,63,White
8300,65,White
8301,75,White
8303,61,White
8304,51,White
8305,99,White
8308,44,White
8310,49,White
8313,35,White
8314,93,White
8318,121,White
8319,45,White
8321,77,White
8323,51,White
8327,25,White
8330,107,White
8331,43,White
8333,91,White
8334,23,White
8337,75,White
8338,71,White
8339,75,White
8342,17,White
8343,33,White
8344,117,White
8347,15,White
8348,115,White
8351,61,White
8352,49,White
8353,81,White
8356,57,White
8358,33,White
8364,119,White
8365,25,White
8366,39,White
8370,46,White
8372,101,White
8374,43,White
8375,39,White
8377,89,White
8378,83,White
8379,7,White
8381,34,White
8384,49,White
8385,3,White
8389,7,White
8391,54,White
8393,49,White
