,turns,winner
4085,33,White
4086,79,White
4087,33,White
4088,11,White
4089,21,White
4090,17,White
4091,26,White
4092,29,White
4093,61,White
4094,39,Black
4095,59,White
4096,27,White
4097,34,Black
4098,17,White
4099,5,White
4100,47,White
4101,18,Black
4102,9,White
4103,44,Black
4104,53,White
4105,26,Black
4106,7,White
4107,4,White
4108,45,White
4109,17,Black
4110,57,White
4111,85,White
4113,28,White
4114,78,Black
4116,91,White
4117,70,Black
4118,48,Black
4119,7,White
4120,30,Black
4121,52,Black
4122,2,Black
4123,3,White
4124,3,White
4125,20,Black
4126,7,White
4127,41,White
4128,36,Black
4129,62,Black
4130,71,White
4131,44,Black
4132,33,White
4133,29,White
4135,89,White
4136,57,Black
4138,34,Black
4140,32,Black
4141,33,White
4144,18,Black
4145,67,White
4146,81,White
4147,57,White
4148,99,White
4149,102,Black
4150,40,Black
4151,38,White
4152,20,Black
4153,112,Black
4154,91,White
4155,37,White
4156,115,White
4157,47,White
4158,46,Black
4159,31,White
4160,53,White
4161,20,Black
4163,63,White
4164,70,Black
4167,112,Black
4168,68,Black
4169,59,White
4171,80,Black
4172,67,White
4173,36,Black
4174,91,White
4175,16,Black
4176,24,White
4177,8,Black
4178,18,Black
4179,103,White
4180,10,White
4181,76,Black
4182,106,Black
4183,26,Black
4184,13,White
4185,54,Black
4186,67,White
4187,12,Black
4188,57,White
4189,60,Black
4190,16,Black
4191,39,White
4192,9,White
4193,38,White
4194,34,Black
4195,41,White
4196,26,Black
4197,57,White
4198,52,Black
4199,31,White
4200,12,Black
4201,35,White
4202,73,White
4203,86,Black
4204,11,White
4205,2,Black
4206,10,Black
4207,81,White
4208,15,Black
4209,12,Black
4210,55,White
4211,81,White
4212,50,Black
4213,46,Black
4214,21,White
4215,27,White
4216,2,White
4217,54,Black
4218,35,White
4219,23,White
4220,20,Black
4221,10,Black
4223,4,Black
4224,44,Black
4225,22,Black
4226,86,Black
4227,50,Black
4228,108,Black
4229,41,White
4230,16,White
4231,21,White
4232,30,Black
4233,109,White
4234,54,Black
4235,96,Black
4239,104,Black
4240,54,Black
4241,75,White
4242,67,White
4243,68,Black
4244,88,Black
4245,54,Black
4246,56,Black
4247,39,White
4248,121,White
4249,44,Black
4250,27,White
4251,35,White
4252,45,White
4253,20,Black
4254,78,Black
4255,56,Black
4257,61,White
4258,64,Black
4259,19,White
4260,26,Black
4261,51,White
4262,115,White
4263,100,Black
4264,75,White
4265,64,Black
4267,36,Black
4269,64,Black
4270,77,White
4271,75,White
4272,74,Black
4273,70,Black
4275,40,Black
4276,31,White
4277,56,Black
4278,47,White
4279,33,White
4280,32,Black
4281,23,White
4282,77,White
4283,17,White
4284,128,Black
4285,32,Black
4286,48,Black
4287,26,White
4288,46,Black
4289,12,White
4290,32,Black
4291,124,Black
4292,17,White
4293,94,Black
4294,23,White
4295,51,White
4296,38,Black
4297,85,White
4298,114,Black
4299,70,Black
4300,85,White
4301,62,Black
4302,53,White
4303,60,Black
4304,41,White
4305,20,Black
4306,14,Black
4307,51,White
4308,39,White
4309,70,Black
4310,9,White
4311,15,White
4312,80,Black
4313,39,White
4314,66,Black
4315,81,White
4316,69,White
4317,28,Black
4318,46,Black
4320,46,Black
4321,114,Black
4322,59,White
4323,93,White
4324,68,Black
4325,84,Black
4326,71,Black
4327,61,White
4328,93,White
4329,49,White
4330,40,Black
4332,61,White
4333,28,Black
4334,53,White
4335,61,White
4336,83,White
4337,71,White
4338,77,White
4341,69,White
4342,77,White
4343,65,White
4344,76,Black
4345,29,White
4346,66,Black
4347,91,White
4348,73,White
4349,62,Black
4350,105,Black
4351,75,White
4352,98,Black
4353,72,Black
4354,62,Black
4355,54,Black
4356,66,White
4357,37,White
4358,29,Black
4359,55,White
4361,73,White
4362,39,White
4363,49,White
4364,48,Black
4365,79,White
4366,9,White
4367,51,White
4368,33,White
4369,94,Black
4370,47,White
4371,27,White
4372,11,Black
4373,70,Black
4374,60,Black
4375,27,White
4377,73,White
4378,21,White
4379,39,White
4380,45,White
4381,110,Black
4382,45,White
4383,40,Black
4384,77,White
4385,47,White
4386,45,White
4387,40,Black
4388,41,White
4389,48,Black
4390,62,Black
4391,46,Black
4392,31,White
4393,38,Black
4394,34,Black
4395,22,Black
4396,92,Black
4397,65,White
4398,53,White
4399,22,Black
4400,68,Black
4401,57,White
4402,52,White
4403,49,White
4404,51,White
4405,20,Black
4406,137,White
4407,46,Black
4408,39,White
4409,76,Black
4410,126,Black
4411,66,Black
4413,112,Black
4414,46,Black
4415,134,Black
4416,80,Black
4418,88,Black
4419,45,Black
4420,76,Black
4421,43,White
4422,43,White
4423,64,Black
4424,39,White
4425,50,Black
4427,96,Black
4429,71,White
4430,86,Black
4431,55,Black
4432,28,Black
4433,83,White
4434,117,White
4435,95,White
4436,98,Black
4437,120,Black
4438,107,White
4440,48,Black
4441,38,Black
4442,16,White
4443,44,Black
4444,36,Black
4445,59,White
4446,20,Black
4447,3,White
4449,42,Black
4450,21,White
4451,46,White
4452,23,White
4453,55,White
4454,63,White
4455,90,Black
4456,24,Black
4457,91,White
4458,33,White
4459,77,White
4460,91,White
4461,125,White
4462,41,White
4463,118,Black
4464,49,White
4465,64,Black
4466,42,Black
4467,35,White
4468,67,White
4469,63,White
4470,71,White
4471,26,Black
4472,19,White
4474,42,Black
4475,32,Black
4476,24,Black
4477,53,White
4478,89,White
4479,43,White
4480,85,White
4482,51,White
4484,78,White
4485,75,White
4486,89,White
4489,72,Black
4490,34,Black
4492,64,Black
4493,28,White
4494,80,White
4495,53,White
4496,45,White
4497,70,White
4498,47,White
4499,59,White
4500,67,White
4501,124,White
4502,73,White
4503,110,Black
4505,62,Black
4506,21,White
4507,64,Black
4508,35,White
4509,75,White
4510,23,White
4511,55,White
4512,9,White
4513,38,White
4514,100,Black
4515,60,Black
4516,57,White
4517,137,White
4518,132,Black
4519,58,Black
4520,102,White
4521,22,Black
4522,67,White
4523,60,Black
4524,55,White
4525,112,Black
4526,53,White
4527,58,White
4528,11,White
4529,101,White
4530,39,White
4531,28,Black
4532,89,White
4533,101,Black
4534,45,White
4535,76,Black
4536,136,Black
4537,81,White
4538,63,White
4539,37,White
4540,61,White
4542,86,Black
4543,17,Black
4544,45,White
4545,96,Black
4546,37,White
4547,57,White
4548,46,Black
4549,128,Black
4550,14,Black
4551,23,White
4552,46,Black
4553,77,Black
4554,73,White
4555,71,White
4556,51,White
4557,29,White
4558,70,Black
4559,107,White
4560,59,White
4561,89,White
4562,50,Black
4563,88,Black
4564,43,White
4565,23,White
4566,63,White
4567,96,Black
4568,58,Black
4569,85,White
4570,61,White
4571,65,White
4572,58,Black
4573,83,White
4574,45,White
4575,10,White
4576,60,Black
4577,10,Black
4578,56,Black
4579,77,White
4580,81,White
4581,36,Black
4583,39,White
4585,11,White
4586,50,Black
4587,50,Black
4588,23,White
4590,59,White
4591,10,Black
4592,41,White
4593,9,Black
4594,4,Black
4595,20,Black
4597,35,White
4598,18,Black
4599,87,White
4600,63,White
4601,51,White
4602,66,Black
4604,35,White
4605,71,White
4606,113,White
4607,9,White
4608,26,Black
4609,33,White
4610,50,Black
4611,39,White
4612,30,Black
4613,39,White
4614,89,White
4615,23,White
4616,65,White
4617,67,Black
4618,18,White
4619,53,White
4620,51,White
4621,47,White
4622,30,White
4623,49,Black
4624,2,White
4625,3,Black
4626,39,White
4627,38,Black
4628,94,Black
4629,94,Black
4630,9,White
4631,30,Black
4632,19,White
4633,13,White
4634,33,White
4635,81,White
4636,28,Black
4637,56,Black
4638,69,White
4639,86,Black
4640,31,White
4641,55,White
4642,20,Black
4643,26,Black
4645,17,White
4646,40,Black
4647,67,White
4650,102,Black
4651,78,Black
4652,48,Black
4653,24,Black
4654,92,Black
4655,68,Black
4656,38,Black
4657,53,White
4659,43,White
4660,50,Black
4661,71,White
4662,26,Black
4663,52,Black
4665,20,Black
4666,26,Black
4667,87,White
4668,77,White
4669,50,Black
4670,21,White
4671,57,White
4672,47,White
4674,85,White
4676,62,Black
4677,36,Black
4678,28,Black
4679,43,White
4680,63,Black
4681,22,Black
4682,57,Black
4683,67,White
4684,51,White
4685,94,Black
4686,35,White
4687,62,Black
4688,11,White
4689,57,White
4691,79,White
4693,23,White
4694,46,Black
4695,14,White
4697,9,White
4698,58,Black
4699,54,Black
4700,27,White
4701,53,Black
4702,42,Black
4703,25,White
4704,28,Black
4705,131,White
4706,30,White
4707,35,Black
4708,16,Black
4709,42,Black
4710,46,Black
4711,3,White
4712,39,Black
4713,35,Black
4714,33,Black
4715,119,White
4716,37,White
4717,53,White
4718,42,Black
4719,95,White
4720,81,White
4721,22,White
4724,39,White
4725,48,Black
4726,96,Black
4727,112,Black
4728,86,Black
4729,71,White
4730,71,White
4731,94,Black
4732,61,White
4733,35,White
4734,68,Black
4735,55,White
4737,104,Black
4738,2,Black
4739,33,White
4740,35,White
4741,29,White
4742,85,White
4743,26,Black
4744,24,White
4745,47,White
4746,41,Black
4747,15,White
4748,98,Black
4749,54,Black
4750,43,White
4751,11,White
4752,78,Black
4753,13,White
4754,63,White
4755,9,White
4756,99,Black
4757,65,White
4758,48,Black
4759,71,White
4760,38,Black
4761,47,White
4762,38,Black
4763,60,Black
4764,97,White
4765,48,Black
4766,36,Black
4767,94,Black
4768,136,Black
4769,60,Black
4770,44,Black
4771,44,Black
4773,96,Black
4774,30,Black
4775,34,Black
4776,56,Black
4777,75,White
4778,52,White
4779,21,White
4780,65,White
4781,53,White
4782,49,White
4783,40,Black
4784,37,White
4785,42,Black
4786,31,White
4787,11,White
4788,11,White
4789,49,White
4790,72,Black
4791,85,White
4792,58,Black
4793,80,White
4794,61,White
4795,5,White
4796,7,White
4797,33,Black
4798,64,White
4799,26,Black
4800,51,Black
4801,41,White
4802,48,White
4803,20,White
4804,25,White
4805,20,Black
4806,11,White
4807,63,White
4809,21,White
4810,134,Black
4811,129,White
4812,39,White
4813,33,Black
4814,22,Black
4815,60,Black
4816,87,White
4817,62,Black
4818,22,Black
4819,12,White
4820,41,White
4821,40,Black
4822,71,White
4823,107,Black
4824,41,White
4825,37,White
4826,23,White
4827,30,Black
4829,51,White
4830,47,Black
4831,73,White
4833,40,Black
4834,41,White
4835,45,White
4836,51,White
4838,76,Black
4840,43,Black
4841,70,Black
4842,45,White
4843,89,White
4844,70,Black
4845,29,White
4846,71,White
4847,24,Black
4848,29,Black
4849,57,White
4850,76,Black
4851,20,White
4852,39,White
4853,118,Black
4854,71,Black
4855,57,White
4856,41,White
4857,48,Black
4858,63,White
4859,60,Black
4860,31,White
4861,29,White
4862,29,White
4863,33,White
4864,46,Black
4865,63,White
4866,62,Black
4867,59,White
4868,53,White
4869,29,White
4873,132,Black
4874,30,Black
4875,41,White
4876,64,Black
4878,87,White
4879,52,Black
4880,110,Black
4881,107,White
4883,49,White
4884,64,White
4887,71,White
4888,84,Black
4889,67,White
4890,62,Black
4891,37,White
4893,56,White
4894,40,Black
4895,139,Black
4896,63,White
4897,19,White
4898,76,Black
4899,35,White
4900,36,White
4901,117,White
4902,90,Black
4903,26,White
4904,64,Black
4905,87,White
4906,25,Black
4907,76,Black
4908,71,White
4909,54,Black
4910,106,White
4911,91,White
4912,40,Black
4913,42,Black
4914,74,Black
4915,111,White
4916,30,Black
4917,53,Black
4918,47,White
4919,111,White
4920,54,White
4921,118,Black
4922,63,White
4923,24,Black
4924,68,Black
4925,41,White
4926,15,White
4927,56,Black
4928,82,Black
4929,33,White
4930,64,Black
4931,68,White
4932,46,White
4933,84,Black
4934,57,White
4935,40,White
4936,42,Black
4937,50,White
4938,52,Black
4939,30,Black
4940,39,White
4941,44,White
4942,58,Black
4943,52,Black
4944,30,Black
4945,77,White
4946,108,Black
4947,38,Black
4948,41,White
4949,36,Black
4950,33,White
4951,10,Black
4952,37,White
4953,115,White
4954,35,White
4955,88,Black
4956,39,White
4958,17,White
4959,77,White
4960,74,Black
4961,34,Black
4962,29,White
4963,46,Black
4964,96,Black
4965,10,Black
4966,104,Black
4968,51,White
4969,20,Black
4970,38,Black
4971,58,Black
4972,4,Black
4973,46,Black
4974,64,Black
4975,36,Black
4976,115,White
4977,110,Black
4978,81,White
4979,137,White
4980,43,White
4981,63,White
4982,54,Black
4983,101,White
4984,66,Black
4985,84,Black
4986,42,White
4987,28,Black
4988,37,White
4989,47,White
4990,60,Black
4991,72,Black
4992,33,White
4993,83,White
4994,52,Black
4995,57,White
4996,45,White
4997,109,White
4998,45,White
4999,50,Black
5001,110,Black
5002,51,White
5004,50,Black
5005,43,White
5006,68,Black
5007,50,Black
5008,55,White
5009,15,White
5010,45,White
5011,77,Black
5012,82,Black
5013,24,Black
5014,15,Black
5015,36,Black
5016,4,Black
5017,38,Black
5018,27,White
5019,50,Black
5020,51,White
5021,45,White
5022,6,Black
5023,62,Black
5024,32,White
5025,65,White
5026,56,Black
5027,46,Black
5028,20,Black
5029,100,Black
5030,71,White
5031,81,White
5032,47,White
5033,82,Black
5034,109,White
5035,67,White
5036,57,White
5037,26,Black
5038,41,White
5040,41,White
5041,95,White
5043,77,White
5044,83,White
5045,68,Black
5046,19,White
5047,119,White
5048,61,White
5050,49,White
5051,108,Black
5052,34,Black
5053,36,Black
5054,120,Black
5055,85,White
5056,58,White
5057,98,Black
5058,54,Black
5059,77,White
5060,51,White
5061,57,Black
5062,46,Black
5063,107,White
5064,61,White
5065,19,White
5066,54,Black
5067,83,White
5068,77,White
5069,34,Black
5070,25,White
5072,50,Black
5073,53,White
5074,14,Black
5075,39,White
5076,90,Black
5077,28,Black
5078,69,White
5079,23,White
5080,78,Black
5081,39,Black
5082,104,Black
5083,67,White
5084,26,Black
5085,13,Black
5086,123,White
5087,21,White
5088,28,Black
5089,119,White
5090,44,Black
5091,93,White
5092,51,White
5094,41,White
5095,20,Black
5097,102,Black
5098,74,White
5099,16,Black
5100,42,Black
5101,62,Black
5102,111,White
5103,64,White
5104,116,Black
5105,66,Black
5106,19,White
5107,79,White
5108,77,White
5109,120,White
5110,34,Black
5111,27,White
5112,29,White
5113,41,White
5114,28,Black
5115,64,Black
5116,24,Black
5117,87,White
5118,51,White
5119,67,White
5120,48,Black
5121,36,Black
5122,12,Black
5123,112,Black
5124,115,White
5125,76,Black
5126,29,White
5127,77,White
5128,46,White
5129,55,White
5130,65,White
5132,51,White
5133,37,White
5134,36,Black
5135,28,White
5136,72,Black
5137,99,White
5138,59,White
5139,53,White
5140,34,Black
5141,45,White
5142,17,White
5143,34,Black
5144,32,Black
5145,35,White
5146,42,Black
5147,55,White
5148,43,White
5149,2,Black
5150,38,Black
5151,60,Black
5152,37,White
5153,39,White
5154,10,Black
5155,58,Black
5156,43,White
5157,103,White
5158,59,White
5160,84,Black
5161,77,White
5162,37,White
5163,25,White
5164,81,White
5165,38,Black
5166,43,White
5167,47,White
5168,27,White
5169,41,White
5170,40,White
5171,61,White
5172,71,White
5173,101,White
5174,2,Black
5175,68,Black
5176,49,White
5177,77,White
5178,93,White
5179,23,Black
5181,44,White
5182,77,White
5183,72,Black
5184,36,White
5185,70,Black
5186,15,White
5187,32,Black
5188,58,Black
5189,28,White
5190,61,White
5191,19,Black
5192,23,White
5193,116,Black
5194,37,White
5195,53,White
5196,104,Black
5197,25,White
5198,33,Black
5199,93,White
5200,121,White
5201,56,Black
5202,32,Black
5203,95,White
5204,65,White
5205,75,Black
5206,100,Black
5207,70,Black
5208,60,Black
5209,93,White
5210,56,Black
5211,97,Black
5213,73,White
5214,25,White
5215,84,Black
5217,68,Black
5218,64,Black
5221,11,White
5222,22,Black
5223,75,White
5224,81,White
5225,52,Black
5226,40,Black
5227,62,Black
5228,35,White
5229,52,Black
5230,67,White
5231,48,Black
5232,38,Black
5233,75,White
5234,65,White
5235,32,White
5236,41,White
5237,57,White
5238,40,White
5239,74,Black
5240,51,White
5241,68,Black
5242,38,Black
5243,90,Black
5245,53,Black
5246,113,White
5247,57,Black
5248,54,Black
5249,65,White
5250,25,Black
5253,59,White
5254,45,White
5255,10,Black
5256,49,White
5257,115,White
5258,45,White
5259,46,Black
5260,62,Black
5261,64,Black
5262,36,Black
5263,81,White
5264,46,Black
5265,34,Black
5266,113,White
5267,92,Black
5268,53,White
5269,68,Black
5270,100,Black
5272,27,White
5273,27,White
5274,15,White
5275,46,Black
5276,60,Black
5277,24,Black
5278,67,White
5279,37,White
5280,50,White
5281,37,White
5282,24,Black
5283,54,Black
5284,8,Black
5285,26,Black
5286,21,White
5287,48,Black
5288,38,Black
5289,45,White
5291,19,White
5292,27,White
5293,29,White
5294,64,Black
5295,23,White
5296,23,Black
5297,45,White
5298,50,White
5299,72,Black
5300,109,White
5301,35,White
5302,63,White
5303,20,White
5304,59,White
5305,64,Black
5306,70,Black
5307,19,White
5308,19,White
5309,15,White
5310,11,White
5311,13,White
5312,11,White
5313,55,White
5314,94,Black
5315,41,White
5316,28,Black
5317,69,White
5318,112,Black
5319,54,Black
5320,41,Black
5321,77,White
5322,83,White
5323,51,White
5324,82,Black
5325,24,Black
5326,66,Black
5327,26,Black
5328,106,Black
5329,89,Black
5330,45,Black
5331,37,White
5332,78,Black
5333,84,Black
5334,115,White
5335,56,White
5336,64,Black
5337,23,White
5338,67,White
5339,94,Black
5340,94,Black
5341,32,Black
5342,42,Black
5343,35,White
5344,44,Black
5345,41,White
5346,57,White
5347,48,Black
5348,39,White
5349,32,Black
5350,19,White
5351,35,White
5352,32,Black
5353,9,White
5354,27,White
5355,54,Black
5356,29,White
5357,80,Black
5358,85,White
5359,41,White
5360,36,Black
5361,8,White
5362,57,White
5363,64,White
5364,77,White
5365,3,Black
5366,47,White
5367,54,Black
5368,35,White
5369,61,White
5370,13,White
5371,32,Black
5372,46,Black
5373,40,Black
5374,48,Black
5375,61,White
5376,2,Black
5377,48,Black
5378,41,White
5379,26,Black
5380,71,Black
5381,79,White
5382,25,Black
5383,57,White
5384,25,White
5385,51,White
5386,47,White
5387,34,Black
5388,39,White
5389,78,Black
5390,45,White
5391,54,Black
5392,38,Black
5394,60,Black
5395,53,White
5396,30,Black
5397,99,White
5398,70,Black
5399,53,Black
5400,53,White
5401,75,White
5402,35,White
5403,53,White
5404,136,Black
5405,74,Black
5407,50,Black
5408,95,White
5410,108,Black
5412,109,White
5413,55,White
5414,115,White
5415,43,Black
5416,100,Black
5417,39,White
5418,36,Black
5419,10,Black
5420,59,White
5421,92,Black
5423,83,White
5424,29,White
5425,120,Black
5427,45,White
5429,71,White
5430,116,Black
5431,40,Black
5432,73,White
5434,2,White
5435,72,Black
5436,45,White
5437,84,Black
5438,71,White
5439,66,Black
5440,82,Black
5441,39,White
5442,64,Black
5443,89,White
5444,51,Black
5445,74,Black
5446,108,Black
5448,36,Black
5449,83,White
5451,75,White
5452,77,White
5453,66,Black
5454,82,Black
5455,90,Black
5457,70,Black
5458,41,White
5459,7,White
5460,7,White
5461,7,White
5462,7,White
5463,7,White
5464,7,White
5465,52,Black
5466,49,White
5468,46,Black
5469,3,Black
5470,94,White
5471,22,White
5472,117,White
5473,106,Black
5474,21,White
5475,48,Black
5476,4,Black
5477,31,Black
5478,27,Black
5479,31,Black
5480,56,White
5481,59,White
5482,54,White
5483,53,White
5484,29,White
5485,56,Black
5486,12,Black
5487,58,Black
5488,14,Black
5489,57,White
5490,124,Black
5491,30,White
5492,22,Black
5493,92,White
5494,72,Black
5495,18,Black
5497,54,Black
5498,43,White
5499,21,White
5501,22,White
5503,41,Black
5504,77,White
5505,56,Black
5506,60,Black
5507,66,Black
5508,45,White
5509,57,White
5510,66,Black
5512,55,White
5513,24,Black
5514,86,Black
5515,107,White
5516,37,Black
5517,36,Black
5518,78,Black
5519,140,Black
5520,117,White
5521,84,Black
5522,63,Black
5523,96,Black
5524,106,Black
5525,71,White
5526,60,Black
5527,63,White
5528,40,White
5529,47,White
5531,40,Black
5532,53,White
5533,41,White
5534,131,White
5535,104,Black
5536,48,Black
5537,113,White
5538,43,White
5539,40,Black
5540,54,Black
5541,31,White
5542,40,Black
5543,61,White
5544,34,Black
5545,116,Black
5546,31,White
5547,4,White
5548,58,Black
5549,57,White
5550,52,Black
5551,79,Black
5552,31,White
5553,83,Black
5554,49,White
5555,103,White
5556,105,White
5557,52,Black
5558,53,White
5559,73,White
5560,51,Black
5561,90,Black
5562,78,Black
5563,70,Black
5564,33,White
5565,27,White
5566,40,White
5567,53,Black
5568,118,White
5569,75,White
5570,83,White
5571,59,White
5572,79,White
5573,28,White
5574,66,Black
5575,68,Black
5576,43,White
5577,34,Black
5578,46,Black
5579,43,White
5580,49,White
5581,68,Black
5582,66,White
5583,73,White
5584,56,Black
5585,42,Black
5586,24,Black
5587,36,Black
5588,59,White
5589,73,White
5590,60,Black
5591,23,White
5592,78,Black
5593,69,White
5594,53,White
5595,33,White
5596,33,White
5597,110,Black
5598,57,White
5599,50,Black
5600,77,White
5601,59,White
5602,73,White
5603,78,Black
5604,81,White
5605,44,Black
5607,48,Black
5608,16,Black
5609,24,Black
5610,90,Black
5611,48,Black
5612,13,White
5613,20,White
5614,33,Black
5615,9,White
5616,80,Black
5618,111,White
5619,26,Black
5620,38,White
5621,79,White
5622,43,White
5623,117,White
5624,29,White
5625,74,Black
5626,21,White
5627,121,White
5628,85,White
5629,14,Black
5630,62,Black
5631,43,White
5632,55,White
5633,40,Black
5634,47,Black
5636,86,Black
5637,26,Black
5638,58,Black
5639,14,Black
5640,50,Black
5641,30,Black
5642,90,Black
5643,82,Black
5644,14,Black
5645,87,White
5646,111,White
5647,73,Black
5648,54,Black
5649,44,Black
5650,74,Black
5651,39,Black
5652,49,White
5653,72,Black
5654,72,Black
5655,17,White
5656,38,Black
5657,19,White
5658,124,Black
5659,122,Black
5660,60,Black
5661,26,Black
5662,25,White
5663,85,White
5664,54,Black
5665,81,White
5666,48,Black
5667,124,Black
5668,23,White
5669,61,White
5670,78,Black
5671,122,Black
5672,126,Black
5673,29,White
5674,26,Black
5676,17,White
5677,71,Black
5678,41,Black
5679,38,Black
5680,37,White
5681,87,White
5682,91,White
5683,41,White
5684,69,White
5685,24,Black
5686,99,White
5687,24,White
5688,82,Black
5689,70,Black
5690,48,Black
5691,39,White
5692,125,White
5693,58,Black
5694,86,Black
5695,50,Black
5696,20,White
5697,44,Black
5698,40,Black
5699,38,Black
5700,96,Black
5701,100,White
5702,55,White
5703,32,White
5704,44,Black
5705,37,White
5706,87,White
5707,58,Black
5708,40,Black
5709,118,Black
5710,65,White
5711,92,Black
5712,50,Black
5713,63,White
5714,79,White
5715,103,White
5716,65,White
5717,26,White
5718,135,White
5719,90,Black
5721,61,Black
5722,59,White
5723,42,Black
5724,76,White
5725,17,Black
5726,25,White
5727,40,Black
5728,53,White
5729,55,White
5731,27,White
5732,61,White
5733,122,Black
5734,46,Black
5735,56,Black
5736,73,White
5738,43,White
5739,33,White
5740,71,White
5741,69,White
5742,45,White
5743,95,White
5744,47,White
5746,14,Black
5747,21,White
5748,64,Black
5749,46,Black
5750,35,White
5751,6,Black
5752,90,Black
5753,44,Black
5755,17,White
5756,79,White
5757,50,Black
5758,108,Black
5759,96,Black
5760,43,White
5761,61,White
5762,21,Black
5763,80,White
5764,104,Black
5765,64,Black
5766,40,Black
5767,94,Black
5768,43,Black
5769,82,Black
5770,58,White
5771,26,Black
5772,104,Black
5773,11,White
5774,5,White
5775,26,Black
5777,120,Black
5778,62,Black
5779,57,White
5780,34,Black
5781,70,Black
5782,39,White
5784,82,Black
5785,22,Black
5786,90,Black
5787,51,White
5788,49,White
5789,61,White
5790,61,White
5791,54,Black
5792,74,Black
5793,56,White
5794,56,Black
5795,41,White
5796,60,Black
5797,56,Black
5798,79,White
5800,95,White
5801,76,Black
5802,44,White
5803,61,White
5804,60,Black
5805,42,Black
5806,93,White
5807,57,White
5808,106,Black
5809,49,White
5810,116,Black
5811,86,Black
5812,42,Black
5813,47,White
5814,32,Black
5815,70,Black
5816,21,White
5817,27,White
5818,26,Black
5819,31,White
5820,36,Black
5821,11,White
5822,69,White
5823,24,Black
5824,35,White
5826,56,Black
5827,48,Black
5828,16,Black
5829,19,White
5830,42,Black
5831,2,White
5833,44,Black
5834,41,White
5835,29,White
5836,52,Black
5837,43,White
5838,126,Black
5839,16,Black
5840,65,White
5841,25,White
5842,62,Black
5843,46,Black
5844,49,White
5845,21,White
5846,52,Black
5847,75,White
5848,39,White
5851,91,White
5853,96,Black
5854,88,Black
5855,49,White
5856,5,White
5857,44,Black
5858,75,White
5859,44,Black
5861,54,Black
5862,44,Black
5863,46,Black
5864,43,White
5865,58,Black
5866,77,White
5868,64,Black
5869,72,Black
5870,117,White
5871,80,Black
5872,62,Black
5873,102,Black
5876,46,Black
5877,85,White
5878,54,Black
5879,57,White
5880,44,Black
5881,113,White
5882,66,Black
5883,102,Black
5884,2,Black
5885,64,Black
5886,37,White
5887,64,Black
5888,108,Black
5889,74,Black
5890,40,Black
5891,45,White
5892,108,Black
5893,65,White
5894,42,White
5895,7,White
5896,51,White
5897,13,White
5898,41,White
5899,27,White
5900,16,Black
5901,27,White
5902,36,Black
5903,17,White
5904,47,White
5905,22,Black
5906,27,White
5907,85,White
5908,37,Black
5909,38,Black
5910,43,Black
5911,43,White
5912,45,White
5914,39,White
5915,63,White
5916,82,White
5917,52,Black
5918,15,White
5919,30,White
5920,25,White
5921,3,White
5922,9,White
5923,20,White
5924,76,Black
5925,22,White
5926,50,Black
5927,17,White
5928,43,White
5930,60,White
5931,56,Black
5932,106,Black
5933,49,White
5934,51,Black
5935,33,White
5936,34,Black
5937,21,White
5938,51,White
5939,46,White
5940,30,Black
5941,13,White
5942,18,Black
5943,71,White
5944,21,White
5945,32,Black
5946,51,White
5948,111,White
5950,53,White
5951,35,Black
5953,113,White
5954,43,White
5955,81,White
5956,62,Black
5957,52,Black
5958,2,Black
5959,58,White
5960,62,Black
5961,76,Black
5962,24,White
5963,76,Black
5964,21,White
5965,34,Black
5966,39,Black
5967,104,Black
5968,19,White
5969,23,Black
5970,37,White
5971,48,Black
5972,29,White
5973,14,Black
5974,51,White
5975,30,Black
5976,29,White
5977,44,Black
5978,60,Black
5979,99,White
5980,77,White
5981,45,Black
5982,35,White
5983,52,Black
5984,34,White
5985,124,Black
5986,16,Black
5987,63,White
5988,106,Black
5989,77,White
5990,105,White
5991,81,White
5993,50,Black
5994,72,White
5995,59,White
5996,106,Black
5997,105,White
5998,90,Black
5999,57,White
6000,69,White
6001,77,White
6002,35,White
6003,119,White
6004,70,Black
6005,30,Black
6006,70,Black
6007,61,White
6008,63,White
6009,72,Black
6010,79,White
6011,71,White
6012,41,White
6013,3,White
6014,116,Black
6015,113,White
6016,64,Black
6017,71,White
6018,52,Black
6019,70,Black
6020,43,White
6021,116,Black
6022,51,White
6023,39,White
6025,54,Black
6026,25,White
6027,43,White
6028,38,Black
6029,113,White
6030,36,Black
6031,22,Black
6032,65,White
6033,33,White
6034,47,White
6035,30,Black
6036,26,Black
6037,28,Black
6038,27,White
6039,45,White
6041,42,Black
6042,41,White
6043,30,White
6044,27,White
6045,47,White
6046,53,White
6047,26,Black
6048,41,White
6049,77,White
6050,73,White
6051,75,White
6053,43,White
6054,49,White
6055,71,White
6056,56,Black
6057,17,White
6059,81,White
6060,96,Black
6061,17,White
6062,63,White
6063,78,Black
6064,69,White
6065,7,White
6066,48,Black
6067,108,Black
6068,72,Black
6069,26,Black
6070,61,White
6071,69,White
6072,55,Black
6073,44,Black
6074,20,Black
6075,46,White
6076,53,White
6077,22,Black
6078,73,White
6079,3,White
6080,23,White
6082,89,White
6084,120,Black
6085,42,Black
6087,128,Black
6088,71,White
6089,64,Black
6091,119,White
6092,127,White
6093,24,Black
6094,119,White
6096,101,White
6097,55,White
6098,97,White
6099,123,White
6100,47,White
6102,17,White
6103,137,White
6104,42,Black
