,turns,winner
3929,132,Black
3930,29,Black
3933,86,Black
3935,64,Black
3937,122,Black
3938,20,Black
3940,38,Black
3941,96,Black
3943,44,Black
3945,22,Black
3950,14,Black
3951,12,Black
3953,52,Black
3954,14,Black
3956,30,Black
3958,52,Black
3962,34,Black
3963,42,Black
3964,86,Black
3966,74,Black
3967,23,Black
3969,32,Black
3970,16,Black
3972,24,Black
3975,104,Black
3976,102,Black
3977,10,Black
3979,60,Black
3980,20,Black
3982,6,Black
3984,2,Black
3986,98,Black
3992,60,Black
3994,112,Black
3996,42,Black
3999,52,Black
4002,80,Black
4004,90,Black
4006,96,Black
4007,38,Black
4008,84,Black
4010,62,Black
4013,78,Black
4017,46,Black
4018,79,Black
4024,50,Black
4030,32,Black
4035,40,Black
4038,12,Black
4042,46,Black
4048,64,Black
4049,90,Black
4051,32,Black
4055,50,Black
4057,90,Black
4058,14,Black
4060,52,Black
4061,52,Black
4062,54,Black
4063,22,Black
4068,40,Black
4069,132,Black
4070,42,Black
4074,70,Black
4075,14,Black
4078,26,Black
4079,58,Black
4080,104,Black
4084,63,Black
4094,39,Black
4097,34,Black
4101,18,Black
4103,44,Black
4105,26,Black
4109,17,Black
4114,78,Black
4117,70,Black
4118,48,Black
4120,30,Black
4121,52,Black
4122,2,Black
4125,20,Black
4128,36,Black
4129,62,Black
4131,44,Black
4136,57,Black
4138,34,Black
4140,32,Black
4144,18,Black
4149,102,Black
4150,40,Black
4152,20,Black
4153,112,Black
4158,46,Black
4161,20,Black
4164,70,Black
4167,112,Black
4168,68,Black
4171,80,Black
4173,36,Black
4175,16,Black
4177,8,Black
4178,18,Black
4181,76,Black
4182,106,Black
4183,26,Black
4185,54,Black
4187,12,Black
4189,60,Black
4190,16,Black
4194,34,Black
4196,26,Black
4198,52,Black
4200,12,Black
4203,86,Black
4205,2,Black
4206,10,Black
4208,15,Black
4209,12,Black
4212,50,Black
4213,46,Black
4217,54,Black
4220,20,Black
4221,10,Black
4223,4,Black
4224,44,Black
4225,22,Black
4226,86,Black
4227,50,Black
4228,108,Black
4232,30,Black
4234,54,Black
4235,96,Black
4239,104,Black
4240,54,Black
4243,68,Black
4244,88,Black
4245,54,Black
4246,56,Black
4249,44,Black
4253,20,Black
4254,78,Black
4255,56,Black
4258,64,Black
4260,26,Black
4263,100,Black
4265,64,Black
4267,36,Black
4269,64,Black
4272,74,Black
4273,70,Black
4275,40,Black
4277,56,Black
4280,32,Black
4284,128,Black
4285,32,Black
4286,48,Black
4288,46,Black
4290,32,Black
4291,124,Black
4293,94,Black
4296,38,Black
4298,114,Black
4299,70,Black
4301,62,Black
4303,60,Black
4305,20,Black
4306,14,Black
4309,70,Black
4312,80,Black
4314,66,Black
4317,28,Black
4318,46,Black
4320,46,Black
4321,114,Black
4324,68,Black
4325,84,Black
4326,71,Black
4330,40,Black
4333,28,Black
4344,76,Black
4346,66,Black
4349,62,Black
4350,105,Black
4352,98,Black
4353,72,Black
4354,62,Black
4355,54,Black
4358,29,Black
4364,48,Black
4369,94,Black
4372,11,Black
4373,70,Black
4374,60,Black
4381,110,Black
4383,40,Black
4387,40,Black
4389,48,Black
4390,62,Black
4391,46,Black
4393,38,Black
4394,34,Black
4395,22,Black
4396,92,Black
4399,22,Black
4400,68,Black
4405,20,Black
4407,46,Black
4409,76,Black
4410,126,Black
4411,66,Black
4413,112,Black
4414,46,Black
4415,134,Black
4416,80,Black
4418,88,Black
4419,45,Black
4420,76,Black
4423,64,Black
4425,50,Black
4427,96,Black
4430,86,Black
4431,55,Black
4432,28,Black
4436,98,Black
4437,120,Black
4440,48,Black
4441,38,Black
4443,44,Black
4444,36,Black
4446,20,Black
4449,42,Black
4455,90,Black
4456,24,Black
4463,118,Black
4465,64,Black
4466,42,Black
4471,26,Black
4474,42,Black
4475,32,Black
4476,24,Black
4489,72,Black
4490,34,Black
4492,64,Black
4503,110,Black
4505,62,Black
4507,64,Black
4514,100,Black
4515,60,Black
4518,132,Black
4519,58,Black
4521,22,Black
4523,60,Black
4525,112,Black
4531,28,Black
4533,101,Black
4535,76,Black
4536,136,Black
4542,86,Black
4543,17,Black
4545,96,Black
4548,46,Black
4549,128,Black
4550,14,Black
4552,46,Black
4553,77,Black
4558,70,Black
4562,50,Black
4563,88,Black
4567,96,Black
4568,58,Black
4572,58,Black
4576,60,Black
4577,10,Black
4578,56,Black
4581,36,Black
4586,50,Black
4587,50,Black
4591,10,Black
4593,9,Black
4594,4,Black
4595,20,Black
4598,18,Black
4602,66,Black
4608,26,Black
4610,50,Black
4612,30,Black
4617,67,Black
4623,49,Black
4625,3,Black
4627,38,Black
4628,94,Black
4629,94,Black
4631,30,Black
4636,28,Black
4637,56,Black
4639,86,Black
4642,20,Black
4643,26,Black
4646,40,Black
4650,102,Black
4651,78,Black
4652,48,Black
4653,24,Black
4654,92,Black
4655,68,Black
4656,38,Black
4660,50,Black
4662,26,Black
4663,52,Black
4665,20,Black
4666,26,Black
4669,50,Black
4676,62,Black
4677,36,Black
4678,28,Black
4680,63,Black
4681,22,Black
4682,57,Black
4685,94,Black
4687,62,Black
4694,46,Black
4698,58,Black
4699,54,Black
4701,53,Black
4702,42,Black
4704,28,Black
4707,35,Black
4708,16,Black
4709,42,Black
4710,46,Black
4712,39,Black
4713,35,Black
4714,33,Black
4718,42,Black
4725,48,Black
4726,96,Black
4727,112,Black
4728,86,Black
4731,94,Black
4734,68,Black
4737,104,Black
4738,2,Black
4743,26,Black
4746,41,Black
4748,98,Black
4749,54,Black
4752,78,Black
4756,99,Black
4758,48,Black
4760,38,Black
4762,38,Black
4763,60,Black
4765,48,Black
4766,36,Black
4767,94,Black
4768,136,Black
4769,60,Black
4770,44,Black
4771,44,Black
4773,96,Black
4774,30,Black
4775,34,Black
4776,56,Black
4783,40,Black
4785,42,Black
4790,72,Black
4792,58,Black
4797,33,Black
4799,26,Black
4800,51,Black
4805,20,Black
4810,134,Black
4813,33,Black
4814,22,Black
4815,60,Black
4817,62,Black
4818,22,Black
4821,40,Black
4823,107,Black
4827,30,Black
4830,47,Black
4833,40,Black
4838,76,Black
4840,43,Black
4841,70,Black
4844,70,Black
4847,24,Black
4848,29,Black
4850,76,Black
4853,118,Black
4854,71,Black
4857,48,Black
4859,60,Black
4864,46,Black
4866,62,Black
4873,132,Black
4874,30,Black
4876,64,Black
4879,52,Black
4880,110,Black
4888,84,Black
4890,62,Black
4894,40,Black
4895,139,Black
4898,76,Black
4902,90,Black
4904,64,Black
4906,25,Black
4907,76,Black
4909,54,Black
4912,40,Black
4913,42,Black
4914,74,Black
4916,30,Black
4917,53,Black
4921,118,Black
4923,24,Black
4924,68,Black
4927,56,Black
4928,82,Black
4930,64,Black
4933,84,Black
4936,42,Black
4938,52,Black
4939,30,Black
4942,58,Black
4943,52,Black
4944,30,Black
4946,108,Black
4947,38,Black
4949,36,Black
4951,10,Black
4955,88,Black
4960,74,Black
4961,34,Black
4963,46,Black
4964,96,Black
4965,10,Black
4966,104,Black
4969,20,Black
4970,38,Black
4971,58,Black
4972,4,Black
4973,46,Black
4974,64,Black
4975,36,Black
4977,110,Black
4982,54,Black
4984,66,Black
4985,84,Black
4987,28,Black
4990,60,Black
4991,72,Black
4994,52,Black
4999,50,Black
5001,110,Black
5004,50,Black
5006,68,Black
5007,50,Black
5011,77,Black
5012,82,Black
5013,24,Black
5014,15,Black
5015,36,Black
5016,4,Black
5017,38,Black
5019,50,Black
5022,6,Black
5023,62,Black
5026,56,Black
5027,46,Black
5028,20,Black
5029,100,Black
5033,82,Black
5037,26,Black
5045,68,Black
5051,108,Black
5052,34,Black
5053,36,Black
5054,120,Black
5057,98,Black
5058,54,Black
5061,57,Black
5062,46,Black
5066,54,Black
5069,34,Black
5072,50,Black
5074,14,Black
5076,90,Black
5077,28,Black
5080,78,Black
5081,39,Black
5082,104,Black
5084,26,Black
5085,13,Black
5088,28,Black
5090,44,Black
5095,20,Black
5097,102,Black
5099,16,Black
5100,42,Black
5101,62,Black
5104,116,Black
5105,66,Black
5110,34,Black
5114,28,Black
5115,64,Black
5116,24,Black
5120,48,Black
5121,36,Black
5122,12,Black
5123,112,Black
5125,76,Black
5134,36,Black
5136,72,Black
5140,34,Black
5143,34,Black
5144,32,Black
5146,42,Black
5149,2,Black
5150,38,Black
5151,60,Black
5154,10,Black
5155,58,Black
5160,84,Black
5165,38,Black
5174,2,Black
5175,68,Black
5179,23,Black
5183,72,Black
5185,70,Black
5187,32,Black
5188,58,Black
5191,19,Black
5193,116,Black
5196,104,Black
5198,33,Black
5201,56,Black
5202,32,Black
5205,75,Black
5206,100,Black
5207,70,Black
5208,60,Black
5210,56,Black
5211,97,Black
5215,84,Black
5217,68,Black
5218,64,Black
5222,22,Black
5225,52,Black
5226,40,Black
5227,62,Black
5229,52,Black
5231,48,Black
5232,38,Black
5239,74,Black
5241,68,Black
5242,38,Black
5243,90,Black
5245,53,Black
5247,57,Black
5248,54,Black
5250,25,Black
5255,10,Black
5259,46,Black
5260,62,Black
5261,64,Black
5262,36,Black
5264,46,Black
5265,34,Black
5267,92,Black
5269,68,Black
5270,100,Black
5275,46,Black
5276,60,Black
5277,24,Black
5282,24,Black
5283,54,Black
5284,8,Black
5285,26,Black
5287,48,Black
5288,38,Black
5294,64,Black
5296,23,Black
5299,72,Black
5305,64,Black
5306,70,Black
5314,94,Black
5316,28,Black
5318,112,Black
5319,54,Black
5320,41,Black
5324,82,Black
5325,24,Black
5326,66,Black
5327,26,Black
5328,106,Black
5329,89,Black
5330,45,Black
5332,78,Black
5333,84,Black
5336,64,Black
5339,94,Black
5340,94,Black
5341,32,Black
5342,42,Black
5344,44,Black
5347,48,Black
5349,32,Black
5352,32,Black
5355,54,Black
5357,80,Black
5360,36,Black
5365,3,Black
5367,54,Black
5371,32,Black
5372,46,Black
5373,40,Black
5374,48,Black
5376,2,Black
5377,48,Black
5379,26,Black
5380,71,Black
5382,25,Black
5387,34,Black
5389,78,Black
5391,54,Black
5392,38,Black
5394,60,Black
5396,30,Black
5398,70,Black
5399,53,Black
5404,136,Black
5405,74,Black
5407,50,Black
5410,108,Black
5415,43,Black
5416,100,Black
5418,36,Black
5419,10,Black
5421,92,Black
5425,120,Black
5430,116,Black
5431,40,Black
5435,72,Black
5437,84,Black
5439,66,Black
5440,82,Black
5442,64,Black
5444,51,Black
5445,74,Black
5446,108,Black
5448,36,Black
5453,66,Black
5454,82,Black
5455,90,Black
5457,70,Black
5465,52,Black
5468,46,Black
5469,3,Black
5473,106,Black
5475,48,Black
5476,4,Black
5477,31,Black
5478,27,Black
5479,31,Black
5485,56,Black
5486,12,Black
5487,58,Black
5488,14,Black
5490,124,Black
5492,22,Black
5494,72,Black
5495,18,Black
5497,54,Black
5503,41,Black
5505,56,Black
5506,60,Black
5507,66,Black
5510,66,Black
5513,24,Black
5514,86,Black
5516,37,Black
5517,36,Black
5518,78,Black
5519,140,Black
5521,84,Black
5522,63,Black
5523,96,Black
5524,106,Black
5526,60,Black
5531,40,Black
5535,104,Black
5536,48,Black
5539,40,Black
5540,54,Black
5542,40,Black
5544,34,Black
5545,116,Black
5548,58,Black
5550,52,Black
5551,79,Black
5553,83,Black
5557,52,Black
5560,51,Black
5561,90,Black
5562,78,Black
5563,70,Black
5567,53,Black
5574,66,Black
5575,68,Black
5577,34,Black
5578,46,Black
5581,68,Black
5584,56,Black
5585,42,Black
5586,24,Black
5587,36,Black
5590,60,Black
5592,78,Black
5597,110,Black
5599,50,Black
5603,78,Black
5605,44,Black
5607,48,Black
5608,16,Black
5609,24,Black
5610,90,Black
5611,48,Black
5614,33,Black
5616,80,Black
5619,26,Black
5625,74,Black
5629,14,Black
5630,62,Black
5633,40,Black
5634,47,Black
5636,86,Black
5637,26,Black
5638,58,Black
5639,14,Black
5640,50,Black
5641,30,Black
5642,90,Black
5643,82,Black
5644,14,Black
5647,73,Black
5648,54,Black
5649,44,Black
5650,74,Black
5651,39,Black
5653,72,Black
5654,72,Black
5656,38,Black
5658,124,Black
5659,122,Black
5660,60,Black
5661,26,Black
5664,54,Black
5666,48,Black
5667,124,Black
5670,78,Black
5671,122,Black
5672,126,Black
5674,26,Black
5677,71,Black
5678,41,Black
5679,38,Black
5685,24,Black
5688,82,Black
5689,70,Black
5690,48,Black
5693,58,Black
5694,86,Black
5695,50,Black
5697,44,Black
5698,40,Black
5699,38,Black
5700,96,Black
5704,44,Black
5707,58,Black
5708,40,Black
5709,118,Black
5711,92,Black
5712,50,Black
5719,90,Black
5721,61,Black
5723,42,Black
5725,17,Black
5727,40,Black
5733,122,Black
5734,46,Black
5735,56,Black
5746,14,Black
5748,64,Black
5749,46,Black
5751,6,Black
5752,90,Black
5753,44,Black
5757,50,Black
5758,108,Black
5759,96,Black
5762,21,Black
5764,104,Black
5765,64,Black
5766,40,Black
5767,94,Black
5768,43,Black
5769,82,Black
5771,26,Black
5772,104,Black
5775,26,Black
5777,120,Black
5778,62,Black
5780,34,Black
5781,70,Black
5784,82,Black
5785,22,Black
5786,90,Black
5791,54,Black
5792,74,Black
5794,56,Black
5796,60,Black
5797,56,Black
5801,76,Black
5804,60,Black
5805,42,Black
5808,106,Black
5810,116,Black
5811,86,Black
5812,42,Black
5814,32,Black
5815,70,Black
5818,26,Black
5820,36,Black
5823,24,Black
5826,56,Black
5827,48,Black
5828,16,Black
5830,42,Black
5833,44,Black
5836,52,Black
5838,126,Black
5839,16,Black
5842,62,Black
5843,46,Black
5846,52,Black
5853,96,Black
5854,88,Black
5857,44,Black
5859,44,Black
5861,54,Black
5862,44,Black
5863,46,Black
5865,58,Black
5868,64,Black
5869,72,Black
5871,80,Black
5872,62,Black
5873,102,Black
5876,46,Black
5878,54,Black
5880,44,Black
5882,66,Black
5883,102,Black
5884,2,Black
5885,64,Black
5887,64,Black
5888,108,Black
5889,74,Black
5890,40,Black
5892,108,Black
5900,16,Black
5902,36,Black
5905,22,Black
5908,37,Black
5909,38,Black
5910,43,Black
5917,52,Black
5924,76,Black
5926,50,Black
5931,56,Black
5932,106,Black
5934,51,Black
5936,34,Black
5940,30,Black
5942,18,Black
5945,32,Black
5951,35,Black
5956,62,Black
5957,52,Black
5958,2,Black
5960,62,Black
5961,76,Black
5963,76,Black
5965,34,Black
5966,39,Black
5967,104,Black
5969,23,Black
5971,48,Black
5973,14,Black
5975,30,Black
5977,44,Black
5978,60,Black
5981,45,Black
5983,52,Black
5985,124,Black
5986,16,Black
5988,106,Black
5993,50,Black
5996,106,Black
5998,90,Black
6004,70,Black
6005,30,Black
6006,70,Black
6009,72,Black
6014,116,Black
6016,64,Black
6018,52,Black
6019,70,Black
6021,116,Black
6025,54,Black
6028,38,Black
6030,36,Black
6031,22,Black
6035,30,Black
6036,26,Black
6037,28,Black
6041,42,Black
6047,26,Black
6056,56,Black
6060,96,Black
6063,78,Black
6066,48,Black
6067,108,Black
6068,72,Black
6069,26,Black
6072,55,Black
6073,44,Black
6074,20,Black
6077,22,Black
6084,120,Black
6085,42,Black
6087,128,Black
6089,64,Black
6093,24,Black
6104,42,Black
6107,79,Black
6108,66,Black
6111,58,Black
6114,80,Black
6116,62,Black
6118,120,Black
6121,28,Black
6122,26,Black
6123,40,Black
6124,65,Black
6126,44,Black
6129,51,Black
6131,55,Black
6133,37,Black
6135,98,Black
6137,62,Black
6139,40,Black
6140,41,Black
6141,62,Black
6142,58,Black
6143,36,Black
6148,64,Black
6150,54,Black
6151,52,Black
6153,48,Black
6154,52,Black
6157,18,Black
6158,43,Black
6160,60,Black
6161,116,Black
6164,52,Black
6165,38,Black
6166,53,Black
6169,74,Black
6171,64,Black
6172,68,Black
6175,60,Black
6180,34,Black
6182,46,Black
6186,80,Black
6188,36,Black
6191,76,Black
6198,45,Black
6201,60,Black
6202,25,Black
6203,116,Black
6213,32,Black
6214,64,Black
6218,26,Black
6223,104,Black
6224,56,Black
6227,136,Black
6230,90,Black
6231,14,Black
6235,32,Black
6236,12,Black
6238,42,Black
6239,70,Black
6241,62,Black
6242,44,Black
6244,92,Black
6245,54,Black
6246,54,Black
6247,60,Black
6249,50,Black
6251,54,Black
6253,64,Black
6255,66,Black
6256,52,Black
6259,82,Black
6262,48,Black
6264,36,Black
6266,42,Black
6268,68,Black
6270,39,Black
6272,60,Black
6273,68,Black
6276,82,Black
6277,42,Black
6281,112,Black
6282,18,Black
6288,60,Black
6289,36,Black
6290,42,Black
6291,58,Black
6293,16,Black
6295,14,Black
6297,40,Black
6299,38,Black
6301,56,Black
6302,24,Black
6304,36,Black
6306,38,Black
6307,66,Black
6308,69,Black
6310,78,Black
6311,46,Black
6312,42,Black
6313,58,Black
6314,56,Black
6321,84,Black
6322,62,Black
6325,86,Black
6326,100,Black
6327,56,Black
6329,36,Black
6330,92,Black
6334,33,Black
6337,50,Black
6341,66,Black
6345,62,Black
6347,37,Black
6348,32,Black
6350,76,Black
6351,68,Black
6355,26,Black
6358,76,Black
6361,49,Black
6362,60,Black
6363,18,Black
6364,104,Black
6365,30,Black
6370,82,Black
6372,56,Black
6374,30,Black
6375,72,Black
6377,50,Black
6378,54,Black
6379,30,Black
6384,40,Black
6386,16,Black
6387,58,Black
6388,56,Black
6393,10,Black
6394,58,Black
6397,100,Black
6398,73,Black
6400,64,Black
6402,38,Black
6403,106,Black
6405,54,Black
6406,30,Black
6407,28,Black
6408,52,Black
6409,32,Black
6411,44,Black
6412,58,Black
6413,34,Black
6414,60,Black
6415,46,Black
6416,58,Black
6421,76,Black
6422,60,Black
6423,78,Black
6424,98,Black
6425,62,Black
6429,49,Black
6432,52,Black
6433,40,Black
6438,40,Black
6439,50,Black
6440,108,Black
6441,80,Black
6443,42,Black
6445,86,Black
6449,62,Black
6450,14,Black
6451,34,Black
6453,26,Black
6455,60,Black
6459,60,Black
6465,48,Black
6466,30,Black
6467,40,Black
6468,52,Black
6470,121,Black
6471,28,Black
6473,105,Black
6474,60,Black
6476,80,Black
6478,128,Black
6483,2,Black
6485,42,Black
6486,29,Black
6488,26,Black
6489,60,Black
6491,46,Black
6494,42,Black
6496,86,Black
6499,48,Black
6500,129,Black
6502,114,Black
6503,66,Black
6506,2,Black
6509,42,Black
6510,68,Black
6512,36,Black
6515,58,Black
6523,29,Black
6525,24,Black
6526,74,Black
6528,86,Black
6530,49,Black
6531,50,Black
6541,32,Black
6543,80,Black
6546,114,Black
6547,110,Black
6551,34,Black
6553,64,Black
6556,28,Black
6557,58,Black
6558,39,Black
6562,34,Black
6569,112,Black
6570,46,Black
6572,62,Black
6573,32,Black
6574,54,Black
6576,56,Black
6577,52,Black
6581,46,Black
6583,34,Black
6586,46,Black
6589,72,Black
6591,24,Black
6593,28,Black
6595,58,Black
6596,88,Black
6597,82,Black
6600,49,Black
6601,56,Black
6607,63,Black
6611,106,Black
6612,130,Black
6613,70,Black
6615,63,Black
6618,82,Black
6620,34,Black
6621,68,Black
6625,57,Black
6631,28,Black
6634,26,Black
6639,78,Black
6643,30,Black
6644,36,Black
6645,18,Black
6647,54,Black
6648,58,Black
6650,90,Black
6651,58,Black
6655,31,Black
6657,40,Black
6659,48,Black
6661,20,Black
6663,46,Black
6664,118,Black
6665,114,Black
6670,20,Black
6672,96,Black
6674,80,Black
6675,2,Black
6678,38,Black
6679,64,Black
6684,56,Black
6687,40,Black
6689,98,Black
6693,132,Black
6697,27,Black
6698,50,Black
6704,74,Black
6709,32,Black
6710,102,Black
6713,94,Black
6715,70,Black
6716,56,Black
6718,60,Black
6719,50,Black
6721,82,Black
6723,60,Black
6724,130,Black
6725,66,Black
6726,82,Black
6727,24,Black
6729,62,Black
6733,42,Black
6735,30,Black
6739,60,Black
6740,96,Black
6742,22,Black
6743,82,Black
6744,18,Black
6745,14,Black
6748,80,Black
6749,56,Black
6750,42,Black
6757,62,Black
6759,32,Black
6765,72,Black
6768,80,Black
6770,69,Black
6772,88,Black
6773,72,Black
6775,136,Black
6777,48,Black
6779,62,Black
6784,40,Black
6787,89,Black
6790,48,Black
6794,36,Black
6796,129,Black
6797,130,Black
6798,32,Black
6800,46,Black
6802,38,Black
6803,56,Black
6806,38,Black
6807,52,Black
6813,42,Black
6816,102,Black
6820,43,Black
6833,68,Black
6835,50,Black
6836,88,Black
6837,70,Black
6841,30,Black
6849,66,Black
6853,38,Black
6855,72,Black
6856,90,Black
6857,62,Black
6858,46,Black
6860,32,Black
6861,62,Black
6862,120,Black
6866,14,Black
6869,62,Black
6872,58,Black
6874,38,Black
6876,50,Black
6879,90,Black
6882,66,Black
6884,40,Black
6885,90,Black
6888,126,Black
6889,108,Black
6890,100,Black
6891,64,Black
6892,66,Black
6894,5,Black
6895,92,Black
6897,20,Black
6900,28,Black
6901,64,Black
6902,74,Black
6918,44,Black
6919,40,Black
6922,56,Black
6927,36,Black
6928,112,Black
6929,6,Black
6932,46,Black
6936,45,Black
6938,24,Black
6939,48,Black
6941,46,Black
6942,48,Black
6944,50,Black
6945,46,Black
6950,38,Black
6951,50,Black
6953,80,Black
6955,54,Black
6956,9,Black
6960,66,Black
6961,80,Black
6963,54,Black
6965,50,Black
6967,50,Black
6972,102,Black
6974,130,Black
6975,140,Black
6976,90,Black
6979,70,Black
6980,58,Black
6981,122,Black
6982,80,Black
6983,34,Black
6985,58,Black
6988,74,Black
6991,38,Black
6992,38,Black
6993,56,Black
6994,104,Black
7001,40,Black
7003,102,Black
7004,108,Black
7006,51,Black
7007,90,Black
7008,50,Black
7010,32,Black
7011,62,Black
7012,60,Black
7013,50,Black
7014,56,Black
7015,82,Black
7016,79,Black
7018,70,Black
7020,60,Black
7021,88,Black
7023,58,Black
7024,26,Black
7025,83,Black
7026,98,Black
7027,70,Black
7028,36,Black
7029,50,Black
7030,86,Black
7031,74,Black
7035,68,Black
7037,80,Black
7038,50,Black
7040,92,Black
7041,76,Black
7042,30,Black
7044,29,Black
7047,52,Black
7049,60,Black
7057,58,Black
7058,68,Black
7060,68,Black
7062,86,Black
7063,56,Black
7066,60,Black
7068,56,Black
7070,32,Black
7071,70,Black
7072,36,Black
7074,37,Black
7075,60,Black
7076,40,Black
7077,36,Black
7079,124,Black
7080,66,Black
7082,128,Black
7083,72,Black
7084,42,Black
7086,32,Black
7093,30,Black
7094,90,Black
7096,54,Black
7097,30,Black
7098,54,Black
7100,20,Black
7103,80,Black
7106,42,Black
7107,55,Black
7121,26,Black
7122,106,Black
7126,44,Black
7127,90,Black
7128,58,Black
7130,22,Black
7132,54,Black
7133,130,Black
7134,26,Black
7135,42,Black
7136,79,Black
7138,76,Black
7139,125,Black
7140,122,Black
7141,86,Black
7142,24,Black
7145,11,Black
7146,46,Black
7149,114,Black
7150,74,Black
7151,48,Black
7154,18,Black
7158,112,Black
7159,60,Black
7161,62,Black
7163,56,Black
7164,56,Black
7166,34,Black
7167,42,Black
7169,72,Black
7171,36,Black
7172,68,Black
7173,86,Black
7175,16,Black
7177,28,Black
7181,74,Black
7183,48,Black
7185,54,Black
7186,44,Black
7187,26,Black
7189,74,Black
7190,40,Black
7192,73,Black
7193,85,Black
7195,38,Black
7199,34,Black
7200,44,Black
7202,28,Black
7203,26,Black
7206,30,Black
7210,82,Black
7213,30,Black
7214,100,Black
7215,66,Black
7218,76,Black
7219,32,Black
7221,28,Black
7222,18,Black
7224,20,Black
7227,42,Black
7229,4,Black
7231,96,Black
7232,96,Black
7234,28,Black
7236,40,Black
7237,58,Black
7240,76,Black
7242,38,Black
7243,32,Black
7244,108,Black
7249,23,Black
7254,52,Black
7256,58,Black
7260,77,Black
7262,53,Black
7266,110,Black
7269,54,Black
7270,128,Black
7271,40,Black
7272,68,Black
7275,58,Black
7280,74,Black
7285,116,Black
7286,48,Black
7287,86,Black
7288,32,Black
7289,94,Black
7291,66,Black
7294,70,Black
7299,58,Black
7300,62,Black
7301,70,Black
7305,47,Black
7307,72,Black
7310,58,Black
7311,65,Black
7314,62,Black
7318,30,Black
7319,76,Black
7321,62,Black
7323,25,Black
7326,110,Black
7328,62,Black
7329,66,Black
7334,78,Black
7336,58,Black
7339,56,Black
7343,64,Black
7346,42,Black
7347,66,Black
7348,114,Black
7352,56,Black
7353,54,Black
7354,20,Black
7355,126,Black
7357,38,Black
7359,72,Black
7361,70,Black
7364,48,Black
7366,106,Black
7371,46,Black
7375,75,Black
7376,27,Black
7377,50,Black
7378,104,Black
7389,62,Black
7391,34,Black
7392,40,Black
7393,44,Black
7394,28,Black
7396,13,Black
7401,108,Black
7403,60,Black
7404,42,Black
7405,46,Black
7410,14,Black
7411,63,Black
7412,57,Black
7414,29,Black
7416,48,Black
7417,86,Black
7420,62,Black
7421,80,Black
7423,43,Black
7426,43,Black
7429,72,Black
7431,66,Black
7433,70,Black
7434,80,Black
7435,132,Black
7437,40,Black
7440,12,Black
7441,70,Black
7443,64,Black
7444,62,Black
7445,28,Black
7448,52,Black
7453,32,Black
7454,6,Black
7456,42,Black
7463,49,Black
7465,89,Black
7466,75,Black
7467,121,Black
7469,44,Black
7470,64,Black
7472,126,Black
7474,72,Black
7475,41,Black
7476,10,Black
7479,88,Black
7480,88,Black
7482,58,Black
7484,60,Black
7487,88,Black
7488,54,Black
7492,72,Black
7493,84,Black
7497,50,Black
7498,30,Black
7501,102,Black
7502,58,Black
7506,118,Black
7507,24,Black
7508,14,Black
7509,20,Black
7510,11,Black
7514,41,Black
7515,26,Black
7518,38,Black
7520,46,Black
7521,55,Black
7522,100,Black
7524,46,Black
7526,47,Black
7527,35,Black
7528,23,Black
7529,4,Black
7531,26,Black
7533,26,Black
7534,22,Black
7535,70,Black
7536,52,Black
7538,104,Black
7539,67,Black
7541,37,Black
7543,34,Black
7545,56,Black
7546,42,Black
7547,33,Black
7548,46,Black
7550,44,Black
7551,98,Black
7554,100,Black
7562,90,Black
7563,52,Black
7565,80,Black
7567,34,Black
7568,56,Black
7570,42,Black
7573,77,Black
7575,38,Black
7576,84,Black
7583,19,Black
7584,81,Black
7586,32,Black
7589,79,Black
7592,38,Black
7593,32,Black
7594,71,Black
7596,92,Black
7597,60,Black
7598,83,Black
7600,51,Black
7601,34,Black
7602,4,Black
7603,18,Black
7604,20,Black
7605,42,Black
7607,126,Black
7610,46,Black
7611,30,Black
7613,76,Black
7615,112,Black
7616,60,Black
7617,18,Black
7618,49,Black
7620,66,Black
7621,50,Black
7622,46,Black
7623,60,Black
7624,52,Black
7625,52,Black
7628,32,Black
7633,94,Black
7634,102,Black
7638,95,Black
7641,34,Black
7648,26,Black
7656,118,Black
7657,67,Black
7658,104,Black
7666,59,Black
7667,30,Black
7668,27,Black
7670,76,Black
7671,50,Black
7674,23,Black
7678,92,Black
7680,62,Black
7682,24,Black
7684,66,Black
7687,74,Black
7688,54,Black
7689,22,Black
7690,82,Black
7692,84,Black
7695,45,Black
7697,12,Black
7703,62,Black
7711,112,Black
7713,54,Black
7717,56,Black
7719,92,Black
7722,64,Black
7724,56,Black
7725,50,Black
7729,56,Black
7731,38,Black
7733,8,Black
7734,8,Black
7735,70,Black
7736,72,Black
7738,88,Black
7741,38,Black
7742,50,Black
7743,40,Black
7744,30,Black
7747,125,Black
7751,88,Black
7753,88,Black
7757,44,Black
7759,24,Black
7760,90,Black
7761,14,Black
7762,13,Black
7765,58,Black
7767,21,Black
7768,14,Black
7769,45,Black
7772,27,Black
7776,28,Black
7779,48,Black
7784,62,Black
7786,102,Black
7796,88,Black
7798,36,Black
7803,22,Black
7804,48,Black
7810,50,Black
7811,44,Black
7813,72,Black
7817,50,Black
7819,40,Black
7822,60,Black
7823,108,Black
7827,80,Black
7831,64,Black
7833,67,Black
7835,76,Black
7839,76,Black
7840,118,Black
7845,96,Black
7846,66,Black
7849,74,Black
7850,60,Black
7853,64,Black
7858,62,Black
7866,56,Black
7867,22,Black
7869,114,Black
7870,110,Black
7874,80,Black
7876,88,Black
